ID,Area,Role,ClearanceLevel
36218,Archives,Supervisor,1
36226,Reading Room,Guard,1
36228,Entrance,Supervisor,4
36235,Reading Room,Supervisor,3
36238,Entrance,Guard,4
36246,Archives,Guard,5
36247,Entrance,Supervisor,4
36257,Archives,Guard,1
36260,Entrance,Guard,5
36263,Archives,Guard,3
36264,Reading Room,Supervisor,4
36270,Reading Room,Supervisor,2
36276,Entrance,Supervisor,3
36280,Entrance,Guard,1
36283,Reading Room,Guard,1
36285,Reading Room,Guard,3
36286,Reading Room,Supervisor,5
36287,Entrance,Supervisor,2
36290,Reading Room,Guard,2
36293,Reading Room,Guard,1
36296,Entrance,Supervisor,4
36298,Archives,Guard,2
36301,Entrance,Guard,4
36304,Entrance,Supervisor,5
36305,Reading Room,Guard,3
36309,Archives,Guard,3
36314,Archives,Supervisor,4
36323,Entrance,Supervisor,3
36337,Archives,Supervisor,3
36345,Entrance,Supervisor,3
36346,Reading Room,Guard,5
36348,Archives,Supervisor,5
36363,Entrance,Guard,4
36366,Reading Room,Supervisor,5
36369,Archives,Supervisor,2
36370,Archives,Guard,2
36378,Archives,Supervisor,1
36383,Entrance,Supervisor,1
36393,Reading Room,Supervisor,1
36395,Archives,Supervisor,5
36396,Archives,Supervisor,5
36397,Archives,Supervisor,3
36407,Reading Room,Guard,2
36408,Archives,Supervisor,4
36409,Archives,Supervisor,1
36414,Entrance,Supervisor,2
36418,Entrance,Guard,2
36419,Entrance,Guard,1
36421,Entrance,Supervisor,5
36430,Entrance,Supervisor,5
36433,Archives,Supervisor,1
36439,Reading Room,Guard,1
36455,Reading Room,Guard,4
36458,Archives,Supervisor,3
36459,Reading Room,Supervisor,2
36460,Entrance,Supervisor,4
36461,Archives,Guard,5
36463,Reading Room,Guard,1
36465,Entrance,Guard,4
36471,Entrance,Supervisor,1
36478,Entrance,Supervisor,3
36482,Entrance,Supervisor,3
36489,Reading Room,Guard,5
36498,Archives,Guard,1
36505,Reading Room,Guard,2
36509,Archives,Supervisor,1
36512,Entrance,Supervisor,2
36514,Entrance,Guard,4
36516,Entrance,Guard,2
36518,Archives,Supervisor,4
36537,Archives,Guard,5
36538,Entrance,Guard,5
36551,Entrance,Guard,4
36552,Archives,Supervisor,3
36555,Archives,Supervisor,3
36557,Entrance,Guard,1
36558,Archives,Supervisor,4
36559,Entrance,Supervisor,3
36566,Reading Room,Guard,4
36571,Archives,Guard,2
36578,Entrance,Supervisor,3
36580,Archives,Supervisor,2
36583,Reading Room,Supervisor,5
36585,Entrance,Supervisor,4
36586,Archives,Supervisor,2
36587,Archives,Supervisor,3
36595,Archives,Supervisor,4
36596,Archives,Supervisor,1
36597,Entrance,Guard,4
36609,Archives,Supervisor,5
36612,Reading Room,Supervisor,4
36614,Entrance,Supervisor,5
36617,Reading Room,Guard,1
36618,Entrance,Guard,2
36630,Archives,Supervisor,2
36636,Entrance,Supervisor,5
36637,Entrance,Guard,4
36640,Reading Room,Guard,3
36651,Entrance,Guard,4
36654,Reading Room,Supervisor,5
36662,Entrance,Guard,4
36663,Reading Room,Supervisor,4
36673,Archives,Supervisor,4
36675,Reading Room,Supervisor,3
36677,Archives,Supervisor,1
36688,Reading Room,Supervisor,1
36693,Reading Room,Guard,2
36703,Entrance,Guard,4
36706,Archives,Supervisor,5
36714,Entrance,Supervisor,1
36731,Archives,Guard,4
36734,Archives,Guard,1
36739,Archives,Supervisor,3
36741,Entrance,Guard,1
36777,Entrance,Guard,5
36778,Reading Room,Guard,5
36779,Archives,Guard,1
36785,Archives,Guard,4
36794,Reading Room,Supervisor,1
36796,Archives,Guard,3
36802,Entrance,Guard,5
36803,Entrance,Guard,1
36804,Entrance,Guard,1
36808,Entrance,Supervisor,5
36813,Archives,Supervisor,4
36821,Entrance,Guard,5
36823,Entrance,Guard,1
36827,Reading Room,Guard,3
36834,Reading Room,Supervisor,2
36835,Archives,Guard,5
36837,Entrance,Guard,5
36842,Entrance,Supervisor,1
36846,Reading Room,Supervisor,5
36854,Entrance,Guard,5
36857,Archives,Supervisor,2
36863,Entrance,Supervisor,5
36877,Entrance,Supervisor,4
36880,Archives,Supervisor,5
36882,Reading Room,Supervisor,5
36884,Reading Room,Guard,4
36886,Entrance,Guard,5
36901,Entrance,Guard,3
36904,Entrance,Guard,3
36919,Entrance,Guard,3
36925,Archives,Supervisor,1
36926,Reading Room,Guard,4
36928,Archives,Guard,2
36951,Reading Room,Guard,1
36953,Entrance,Supervisor,2
36958,Archives,Supervisor,5
36963,Entrance,Supervisor,5
36972,Reading Room,Supervisor,4
36973,Reading Room,Guard,1
36977,Reading Room,Guard,3
36978,Archives,Supervisor,3
36985,Reading Room,Supervisor,4
36987,Archives,Supervisor,4
36988,Archives,Guard,5
36992,Archives,Guard,3
36996,Archives,Supervisor,5
36999,Entrance,Supervisor,1
37009,Entrance,Guard,5
37012,Archives,Supervisor,1
37016,Entrance,Supervisor,1
37017,Archives,Guard,2
37024,Archives,Supervisor,3
37028,Entrance,Guard,4
37033,Entrance,Guard,4
37042,Archives,Guard,2
37045,Archives,Supervisor,3
37053,Reading Room,Supervisor,3
37058,Entrance,Guard,2
37059,Archives,Guard,3
37073,Archives,Guard,4
37074,Entrance,Guard,1
37079,Reading Room,Guard,1
37088,Entrance,Guard,2
37090,Reading Room,Guard,5
37091,Reading Room,Guard,5
37094,Entrance,Guard,5
37104,Reading Room,Supervisor,4
37108,Entrance,Supervisor,2
37115,Entrance,Supervisor,2
37118,Entrance,Supervisor,3
37124,Reading Room,Supervisor,2
37129,Reading Room,Guard,5
37132,Archives,Supervisor,1
37139,Archives,Supervisor,4
37142,Entrance,Supervisor,5
37149,Reading Room,Guard,2
37150,Reading Room,Supervisor,3
37156,Archives,Guard,1
37159,Archives,Guard,1
37177,Archives,Supervisor,5
37182,Entrance,Guard,4
37186,Reading Room,Supervisor,4
37190,Archives,Guard,4
37198,Archives,Supervisor,1
37204,Reading Room,Guard,4
37211,Reading Room,Guard,3
37212,Reading Room,Guard,5
37216,Archives,Supervisor,1
37232,Entrance,Supervisor,1
37233,Archives,Guard,3
37234,Archives,Guard,2
37236,Entrance,Supervisor,5
37250,Archives,Guard,1
37252,Reading Room,Supervisor,1
37254,Reading Room,Supervisor,1
37256,Entrance,Guard,4
37258,Entrance,Supervisor,2
37261,Reading Room,Supervisor,1
37269,Reading Room,Supervisor,2
37270,Reading Room,Guard,5
37272,Archives,Guard,2
37278,Entrance,Guard,5
37279,Entrance,Supervisor,3
37280,Reading Room,Supervisor,2
37281,Entrance,Supervisor,1
37285,Entrance,Guard,1
37288,Entrance,Supervisor,5
37293,Archives,Guard,4
37296,Archives,Guard,3
37297,Archives,Guard,4
37302,Reading Room,Supervisor,1
37305,Reading Room,Supervisor,3
37316,Reading Room,Supervisor,3
37329,Reading Room,Supervisor,5
37339,Entrance,Supervisor,5
37348,Archives,Supervisor,1
37353,Entrance,Guard,3
37356,Archives,Supervisor,4
37358,Reading Room,Guard,2
37365,Reading Room,Guard,4
37367,Reading Room,Guard,4
37368,Entrance,Guard,1
37373,Reading Room,Supervisor,4
37375,Entrance,Guard,5
37379,Archives,Guard,4
37393,Entrance,Supervisor,5
37394,Entrance,Supervisor,2
37400,Reading Room,Supervisor,5
37402,Entrance,Guard,1
37414,Archives,Supervisor,2
37415,Reading Room,Supervisor,2
37416,Reading Room,Supervisor,1
37421,Entrance,Supervisor,2
37422,Entrance,Supervisor,4
37424,Reading Room,Supervisor,5
37425,Archives,Guard,2
37435,Entrance,Supervisor,5
37436,Archives,Guard,5
37437,Entrance,Guard,2
37446,Archives,Supervisor,4
37451,Entrance,Supervisor,3
37452,Entrance,Guard,2
37461,Archives,Guard,1
37471,Archives,Guard,4
37473,Archives,Supervisor,2
37474,Archives,Guard,4
37476,Entrance,Guard,5
37478,Reading Room,Supervisor,5
37491,Reading Room,Supervisor,4
37494,Archives,Supervisor,1
37499,Archives,Guard,4
37507,Archives,Supervisor,2
37508,Archives,Guard,2
37518,Archives,Guard,2
37530,Entrance,Guard,5
37532,Entrance,Guard,3
37553,Entrance,Supervisor,2
37556,Reading Room,Guard,1
37557,Reading Room,Guard,2
37558,Archives,Supervisor,5
37559,Reading Room,Guard,3
37562,Archives,Supervisor,5
37569,Reading Room,Guard,5
37572,Archives,Guard,3
37577,Archives,Supervisor,5
37581,Archives,Supervisor,2
37586,Reading Room,Supervisor,2
37597,Reading Room,Supervisor,4
37603,Entrance,Guard,5
37612,Archives,Supervisor,5
37615,Reading Room,Guard,3
37620,Archives,Supervisor,5
37633,Reading Room,Supervisor,1
37634,Archives,Supervisor,3
37636,Reading Room,Guard,4
37643,Entrance,Guard,5
37646,Reading Room,Guard,4
37649,Reading Room,Supervisor,2
37650,Reading Room,Guard,3
37652,Reading Room,Supervisor,4
37658,Archives,Guard,1
37671,Archives,Guard,2
37673,Archives,Guard,1
37674,Archives,Supervisor,5
37684,Entrance,Supervisor,1
37691,Reading Room,Supervisor,2
37696,Archives,Supervisor,3
37699,Archives,Guard,2
37702,Reading Room,Guard,5
37703,Entrance,Guard,3
37714,Entrance,Supervisor,5
37715,Archives,Guard,2
37716,Entrance,Guard,4
37722,Entrance,Supervisor,5
37729,Reading Room,Guard,5
37741,Entrance,Guard,5
37743,Reading Room,Guard,3
37753,Reading Room,Guard,2
37754,Archives,Supervisor,3
37758,Archives,Supervisor,3
37760,Archives,Supervisor,3
37766,Archives,Guard,2
37771,Reading Room,Guard,2
37775,Archives,Guard,3
37785,Entrance,Supervisor,1
37787,Entrance,Supervisor,1
37795,Entrance,Supervisor,2
37799,Archives,Guard,5
37801,Archives,Supervisor,1
37804,Archives,Supervisor,2
37805,Archives,Guard,5
37807,Reading Room,Guard,3
37808,Reading Room,Supervisor,2
37814,Entrance,Guard,5
37816,Reading Room,Guard,5
37825,Entrance,Supervisor,3
37826,Reading Room,Guard,5
37828,Archives,Guard,2
37830,Entrance,Guard,1
37835,Archives,Supervisor,5
37838,Entrance,Guard,1
37839,Reading Room,Supervisor,3
37841,Entrance,Supervisor,2
37842,Entrance,Supervisor,5
37871,Archives,Guard,5
37872,Archives,Supervisor,3
37878,Archives,Supervisor,5
37898,Reading Room,Guard,1
37900,Entrance,Supervisor,1
37910,Reading Room,Supervisor,4
37911,Archives,Supervisor,2
37912,Archives,Supervisor,3
37913,Reading Room,Supervisor,5
37915,Reading Room,Supervisor,3
37918,Entrance,Guard,5
37922,Reading Room,Guard,3
37928,Reading Room,Guard,5
37936,Reading Room,Guard,5
37938,Archives,Supervisor,1
37943,Archives,Guard,3
37947,Reading Room,Supervisor,3
37952,Reading Room,Guard,5
37953,Reading Room,Guard,5
37954,Entrance,Supervisor,5
37956,Archives,Guard,1
37957,Archives,Supervisor,1
37959,Archives,Supervisor,2
37960,Entrance,Supervisor,3
37965,Entrance,Guard,5
37969,Archives,Supervisor,4
37972,Entrance,Supervisor,5
37975,Archives,Guard,3
37976,Entrance,Supervisor,1
37979,Entrance,Supervisor,5
37989,Reading Room,Supervisor,4
38000,Reading Room,Guard,1
38014,Reading Room,Guard,3
38015,Archives,Guard,2
38017,Archives,Supervisor,3
38022,Archives,Supervisor,5
38030,Archives,Guard,2
38033,Entrance,Guard,5
38035,Reading Room,Guard,2
38036,Entrance,Guard,3
38040,Archives,Guard,3
38042,Archives,Supervisor,3
38048,Entrance,Guard,4
38049,Archives,Guard,1
38052,Reading Room,Supervisor,3
38064,Archives,Supervisor,3
38065,Reading Room,Guard,4
38067,Archives,Supervisor,2
38073,Entrance,Supervisor,2
38077,Entrance,Guard,5
38081,Entrance,Guard,1
38085,Reading Room,Guard,2
38087,Entrance,Supervisor,5
38095,Archives,Guard,4
38096,Reading Room,Supervisor,3
38097,Archives,Guard,4
38098,Entrance,Supervisor,4
38101,Reading Room,Supervisor,4
38102,Archives,Supervisor,4
38105,Archives,Supervisor,3
38111,Reading Room,Supervisor,4
38113,Entrance,Supervisor,1
38119,Entrance,Guard,2
38122,Entrance,Guard,5
38127,Reading Room,Supervisor,3
38135,Reading Room,Guard,4
38137,Archives,Guard,1
38158,Archives,Guard,2
38159,Entrance,Guard,4
38163,Reading Room,Supervisor,1
38165,Entrance,Guard,2
38168,Archives,Guard,3
38170,Reading Room,Supervisor,2
38177,Reading Room,Guard,3
38179,Entrance,Guard,4
38183,Entrance,Supervisor,2
38190,Reading Room,Supervisor,3
38191,Reading Room,Guard,4
38192,Reading Room,Supervisor,3
38194,Archives,Guard,2
38205,Archives,Guard,5
38211,Entrance,Supervisor,5
38212,Reading Room,Guard,1
38213,Entrance,Supervisor,2
38217,Entrance,Supervisor,2
38223,Entrance,Guard,4
38249,Entrance,Guard,1
38255,Reading Room,Supervisor,4
38256,Entrance,Supervisor,4
38258,Entrance,Guard,4
38260,Entrance,Guard,2
38266,Reading Room,Guard,1
38269,Entrance,Guard,5
38274,Reading Room,Supervisor,1
38276,Archives,Guard,3
38283,Archives,Supervisor,5
38289,Reading Room,Supervisor,1
38290,Archives,Guard,5
38292,Reading Room,Supervisor,5
38303,Archives,Guard,2
38304,Reading Room,Supervisor,1
38306,Entrance,Supervisor,4
38326,Archives,Supervisor,2
38333,Archives,Supervisor,5
38335,Entrance,Guard,1
38336,Entrance,Guard,2
38338,Entrance,Guard,3
38349,Archives,Supervisor,3
38355,Entrance,Guard,4
38356,Entrance,Guard,2
38360,Entrance,Supervisor,5
38365,Entrance,Guard,5
38371,Reading Room,Guard,5
38372,Archives,Supervisor,5
38381,Entrance,Supervisor,2
38383,Entrance,Guard,5
38388,Archives,Guard,3
38409,Entrance,Supervisor,3
38413,Archives,Guard,4
38414,Reading Room,Supervisor,1
38429,Reading Room,Supervisor,3
38432,Reading Room,Guard,3
38439,Reading Room,Supervisor,2
38440,Reading Room,Supervisor,3
38443,Reading Room,Supervisor,3
38444,Reading Room,Supervisor,1
38455,Archives,Guard,1
38457,Reading Room,Guard,5
38461,Entrance,Guard,5
38467,Entrance,Supervisor,4
38469,Reading Room,Guard,4
38479,Reading Room,Guard,5
38493,Entrance,Supervisor,5
38494,Entrance,Guard,3
38495,Reading Room,Supervisor,3
38502,Archives,Guard,4
38504,Reading Room,Guard,5
38524,Reading Room,Supervisor,5
38526,Archives,Supervisor,2
38527,Archives,Supervisor,5
38531,Entrance,Guard,5
38533,Archives,Supervisor,5
38542,Reading Room,Guard,3
38544,Entrance,Supervisor,1
38546,Archives,Supervisor,4
38556,Reading Room,Guard,4
38557,Reading Room,Guard,3
38559,Archives,Guard,2
38563,Archives,Supervisor,5
38571,Entrance,Guard,2
38573,Reading Room,Guard,2
38577,Archives,Guard,3
38578,Entrance,Supervisor,5
38586,Entrance,Guard,1
38590,Archives,Guard,2
38591,Reading Room,Supervisor,4
38593,Entrance,Supervisor,4
38595,Reading Room,Guard,2
38596,Reading Room,Guard,3
38602,Entrance,Supervisor,3
38614,Reading Room,Guard,3
38617,Archives,Guard,1
38621,Entrance,Supervisor,3
38623,Reading Room,Guard,3
38631,Archives,Guard,1
38632,Entrance,Guard,3
38637,Entrance,Supervisor,1
38641,Reading Room,Supervisor,1
38644,Archives,Guard,2
38647,Reading Room,Guard,1
38650,Reading Room,Guard,4
38655,Reading Room,Guard,5
38658,Archives,Supervisor,2
38662,Entrance,Guard,5
38663,Reading Room,Supervisor,1
38666,Archives,Supervisor,2
38676,Archives,Guard,4
38680,Archives,Guard,4
38685,Reading Room,Guard,2
38688,Reading Room,Guard,4
38704,Reading Room,Supervisor,1
38707,Entrance,Supervisor,5
38713,Archives,Supervisor,2
38714,Archives,Supervisor,5
38716,Entrance,Guard,2
38724,Reading Room,Guard,1
38734,Entrance,Guard,2
38739,Reading Room,Guard,4
38740,Entrance,Guard,1
38746,Archives,Supervisor,2
38752,Archives,Guard,5
38754,Reading Room,Supervisor,3
38758,Archives,Supervisor,2
38773,Entrance,Supervisor,1
38778,Archives,Supervisor,5
38781,Entrance,Guard,2
38784,Entrance,Supervisor,2
38790,Reading Room,Supervisor,2
38801,Entrance,Supervisor,3
38803,Entrance,Supervisor,5
38814,Reading Room,Supervisor,2
38822,Entrance,Guard,1
38823,Reading Room,Supervisor,1
38825,Archives,Guard,1
38833,Archives,Supervisor,3
38834,Archives,Supervisor,5
38835,Reading Room,Supervisor,3
38837,Entrance,Guard,5
38840,Entrance,Supervisor,3
38843,Reading Room,Guard,1
38866,Reading Room,Supervisor,3
38875,Archives,Guard,3
38879,Archives,Guard,1
38885,Entrance,Supervisor,4
38898,Entrance,Supervisor,2
38899,Entrance,Guard,2
38901,Archives,Supervisor,4
38911,Entrance,Supervisor,5
38915,Archives,Guard,2
38916,Entrance,Supervisor,5
38921,Entrance,Guard,3
38929,Archives,Guard,1
38935,Archives,Supervisor,2
38936,Entrance,Guard,2
38943,Entrance,Supervisor,1
38946,Archives,Guard,3
38947,Reading Room,Supervisor,5
38957,Reading Room,Guard,4
38959,Reading Room,Guard,2
38962,Reading Room,Supervisor,1
38974,Reading Room,Guard,2
38977,Reading Room,Supervisor,3
38983,Archives,Guard,3
38985,Reading Room,Supervisor,5
39000,Archives,Guard,4
39003,Archives,Supervisor,3
39007,Reading Room,Guard,2
39013,Entrance,Guard,4
39019,Reading Room,Guard,5
39030,Entrance,Guard,5
39033,Archives,Supervisor,1
39038,Archives,Supervisor,3
39046,Archives,Supervisor,2
39061,Reading Room,Guard,2
39072,Reading Room,Supervisor,4
39073,Archives,Guard,1
39074,Archives,Guard,5
39080,Entrance,Guard,2
39082,Reading Room,Supervisor,3
39092,Entrance,Supervisor,3
39096,Reading Room,Guard,5
39097,Archives,Supervisor,3
39106,Archives,Supervisor,1
39114,Reading Room,Guard,4
39116,Archives,Guard,3
39119,Archives,Guard,4
39122,Reading Room,Guard,5
39126,Reading Room,Guard,3
39144,Reading Room,Supervisor,5
39145,Reading Room,Supervisor,5
39150,Reading Room,Supervisor,3
39152,Entrance,Supervisor,3
39157,Archives,Guard,1
39158,Reading Room,Supervisor,4
39160,Entrance,Guard,1
39162,Reading Room,Supervisor,3
39169,Archives,Guard,2
39177,Entrance,Supervisor,3
39192,Entrance,Supervisor,4
39193,Archives,Guard,4
39194,Reading Room,Guard,3
39201,Entrance,Supervisor,1
39204,Archives,Supervisor,3
39212,Reading Room,Supervisor,5
39214,Reading Room,Supervisor,4
39215,Reading Room,Guard,5
39236,Reading Room,Guard,4
39253,Reading Room,Supervisor,5
39258,Entrance,Guard,2
39260,Archives,Guard,4
39282,Archives,Guard,2
39286,Reading Room,Guard,5
39287,Entrance,Guard,5
39292,Archives,Guard,2
39300,Entrance,Guard,4
39301,Archives,Supervisor,2
39302,Archives,Guard,2
39314,Archives,Guard,4
39315,Entrance,Supervisor,4
39317,Entrance,Guard,4
39318,Reading Room,Supervisor,2
39320,Reading Room,Supervisor,2
39324,Entrance,Supervisor,4
39325,Entrance,Guard,1
39330,Reading Room,Supervisor,1
39339,Entrance,Supervisor,3
39345,Reading Room,Guard,3
39348,Entrance,Supervisor,4
39363,Archives,Guard,3
39364,Reading Room,Supervisor,1
39368,Archives,Guard,4
39372,Entrance,Supervisor,2
39375,Entrance,Guard,5
39380,Archives,Guard,2
39385,Reading Room,Guard,3
39386,Entrance,Guard,3
39388,Entrance,Guard,3
39390,Entrance,Guard,1
39399,Entrance,Guard,4
39407,Archives,Supervisor,3
39412,Archives,Supervisor,5
39415,Reading Room,Supervisor,5
39419,Reading Room,Supervisor,1
39422,Reading Room,Supervisor,5
39425,Archives,Guard,2
39436,Archives,Guard,1
39441,Entrance,Supervisor,4
39444,Archives,Guard,2
39449,Reading Room,Guard,1
39456,Entrance,Supervisor,5
39466,Reading Room,Supervisor,3
39467,Entrance,Supervisor,5
39468,Entrance,Supervisor,4
39469,Archives,Guard,3
39494,Archives,Guard,3
39497,Archives,Supervisor,3
39510,Entrance,Supervisor,5
39513,Archives,Supervisor,3
39520,Entrance,Guard,3
39526,Archives,Guard,2
39531,Reading Room,Supervisor,2
39533,Archives,Supervisor,2
39537,Archives,Supervisor,5
39538,Archives,Guard,5
39551,Archives,Guard,3
39560,Reading Room,Supervisor,2
39570,Entrance,Supervisor,2
39575,Reading Room,Guard,3
39577,Archives,Guard,1
39581,Entrance,Guard,5
39584,Entrance,Guard,4
39587,Archives,Guard,3
39590,Reading Room,Supervisor,2
39592,Reading Room,Supervisor,5
39607,Reading Room,Guard,1
39619,Entrance,Guard,5
39638,Reading Room,Supervisor,4
39642,Entrance,Supervisor,2
39647,Archives,Supervisor,5
39648,Entrance,Supervisor,5
39653,Archives,Guard,3
39655,Archives,Guard,1
39664,Reading Room,Supervisor,5
39667,Entrance,Supervisor,4
39668,Archives,Supervisor,1
39678,Archives,Guard,5
39688,Archives,Guard,4
39689,Entrance,Supervisor,3
39694,Reading Room,Guard,2
39696,Reading Room,Supervisor,5
39699,Reading Room,Guard,2
39702,Entrance,Supervisor,4
39704,Archives,Guard,4
39719,Entrance,Supervisor,4
39723,Archives,Guard,1
39732,Entrance,Supervisor,5
39733,Entrance,Supervisor,5
39736,Archives,Guard,3
39743,Reading Room,Guard,4
39747,Archives,Supervisor,3
39763,Reading Room,Supervisor,3
39783,Entrance,Guard,4
39788,Reading Room,Guard,4
39790,Archives,Supervisor,1
39798,Archives,Supervisor,4
39802,Archives,Guard,1
39812,Archives,Supervisor,1
39824,Archives,Supervisor,3
39827,Reading Room,Supervisor,2
39828,Archives,Supervisor,5
39830,Reading Room,Guard,2
39831,Reading Room,Supervisor,5
39833,Entrance,Supervisor,3
39834,Entrance,Guard,1
39845,Entrance,Guard,5
39846,Archives,Supervisor,3
39847,Reading Room,Guard,4
39859,Archives,Supervisor,5
39871,Archives,Supervisor,1
39874,Archives,Guard,5
39875,Reading Room,Supervisor,3
39879,Entrance,Guard,3
39887,Archives,Guard,2
39889,Entrance,Guard,4
39892,Reading Room,Guard,1
39894,Entrance,Guard,3
39899,Reading Room,Guard,2
39901,Entrance,Guard,2
39910,Archives,Guard,5
39922,Archives,Supervisor,5
39923,Reading Room,Guard,3
39930,Entrance,Supervisor,1
39932,Reading Room,Supervisor,2
39937,Reading Room,Supervisor,2
39938,Entrance,Supervisor,4
39943,Entrance,Supervisor,2
39945,Reading Room,Supervisor,1
39947,Archives,Guard,2
39952,Entrance,Guard,1
39962,Entrance,Supervisor,5
39976,Reading Room,Guard,4
39978,Archives,Supervisor,3
39980,Archives,Supervisor,4
39987,Entrance,Guard,5
39996,Reading Room,Supervisor,5
39997,Archives,Supervisor,3
39999,Reading Room,Supervisor,2
40001,Reading Room,Supervisor,1
40005,Reading Room,Guard,5
40027,Archives,Guard,5
40036,Entrance,Guard,3
40041,Archives,Supervisor,2
40042,Archives,Supervisor,5
40043,Archives,Supervisor,1
40054,Archives,Guard,1
40055,Reading Room,Guard,4
40058,Archives,Guard,5
40062,Entrance,Supervisor,3
40067,Reading Room,Supervisor,3
40074,Entrance,Guard,5
40076,Entrance,Guard,3
40078,Archives,Guard,5
40079,Archives,Supervisor,4
40087,Entrance,Supervisor,1
40089,Reading Room,Supervisor,2
40092,Entrance,Supervisor,1
40093,Archives,Guard,1
40096,Archives,Guard,5
40107,Entrance,Supervisor,4
40109,Entrance,Supervisor,2
40112,Archives,Guard,2
40114,Entrance,Supervisor,2
40121,Reading Room,Supervisor,2
40132,Archives,Supervisor,1
40134,Entrance,Supervisor,4
40144,Entrance,Guard,4
40152,Reading Room,Supervisor,5
40156,Archives,Guard,5
40159,Reading Room,Guard,5
40168,Reading Room,Supervisor,4
40171,Entrance,Guard,3
40175,Entrance,Guard,2
40183,Reading Room,Supervisor,1
40185,Reading Room,Supervisor,4
40186,Reading Room,Guard,5
40192,Entrance,Supervisor,1
40194,Archives,Supervisor,5
40195,Archives,Guard,4
40200,Entrance,Guard,4
40211,Archives,Guard,2
40219,Entrance,Guard,3
40220,Entrance,Supervisor,1
40228,Entrance,Guard,3
40229,Archives,Supervisor,3
40234,Archives,Supervisor,3
40235,Entrance,Supervisor,5
40241,Archives,Guard,3
40252,Archives,Guard,4
40264,Archives,Supervisor,4
40267,Reading Room,Supervisor,1
40272,Entrance,Supervisor,4
40286,Archives,Supervisor,3
40290,Reading Room,Supervisor,1
40293,Archives,Guard,1
40294,Entrance,Guard,4
40295,Entrance,Supervisor,3
40298,Entrance,Guard,3
40299,Reading Room,Supervisor,3
40302,Reading Room,Guard,2
40305,Reading Room,Supervisor,5
40309,Archives,Supervisor,5
40315,Entrance,Guard,4
40316,Entrance,Guard,2
40320,Archives,Guard,1
40326,Reading Room,Guard,3
40359,Archives,Guard,3
40363,Reading Room,Supervisor,2
40367,Entrance,Supervisor,2
40370,Entrance,Guard,3
40376,Archives,Guard,2
40378,Reading Room,Guard,2
40385,Entrance,Supervisor,3
40386,Archives,Guard,5
40387,Entrance,Guard,1
40389,Entrance,Guard,5
40390,Entrance,Supervisor,5
40391,Reading Room,Guard,1
40393,Archives,Supervisor,3
40396,Reading Room,Supervisor,1
40400,Entrance,Guard,5
40401,Reading Room,Supervisor,2
40407,Archives,Supervisor,2
40409,Reading Room,Supervisor,5
40417,Entrance,Guard,4
40423,Archives,Supervisor,1
40430,Reading Room,Supervisor,3
40433,Entrance,Guard,2
40434,Entrance,Supervisor,5
40440,Entrance,Guard,1
40441,Archives,Supervisor,2
40443,Entrance,Guard,5
40445,Reading Room,Guard,2
40446,Reading Room,Supervisor,1
40448,Reading Room,Guard,4
40451,Reading Room,Guard,3
40453,Archives,Supervisor,4
40457,Entrance,Guard,3
40460,Reading Room,Guard,1
40461,Reading Room,Supervisor,3
40463,Entrance,Guard,2
40468,Reading Room,Guard,3
40473,Archives,Guard,5
40474,Entrance,Supervisor,2
40479,Archives,Guard,1
40481,Entrance,Supervisor,1
40490,Entrance,Supervisor,1
40495,Reading Room,Supervisor,2
40499,Reading Room,Supervisor,5
40505,Reading Room,Supervisor,5
40506,Reading Room,Guard,2
40507,Archives,Supervisor,5
40514,Archives,Guard,3
40519,Reading Room,Supervisor,5
40525,Archives,Guard,2
40526,Entrance,Supervisor,5
40530,Archives,Supervisor,1
40531,Archives,Supervisor,4
40532,Entrance,Guard,4
40540,Entrance,Supervisor,2
40550,Reading Room,Supervisor,4
40558,Reading Room,Guard,4
40573,Archives,Supervisor,2
40575,Archives,Guard,4
40576,Entrance,Supervisor,3
40583,Entrance,Guard,5
40584,Reading Room,Guard,2
40610,Entrance,Guard,2
40614,Entrance,Supervisor,4
40620,Entrance,Guard,1
40623,Archives,Guard,4
40625,Archives,Guard,5
40639,Reading Room,Guard,3
40641,Archives,Supervisor,2
40643,Entrance,Guard,1
40646,Archives,Guard,4
40648,Entrance,Supervisor,4
40668,Entrance,Supervisor,4
40669,Reading Room,Supervisor,2
40670,Reading Room,Guard,4
40674,Entrance,Guard,1
40681,Entrance,Guard,4
40688,Entrance,Guard,1
40697,Archives,Guard,2
40701,Reading Room,Guard,4
40709,Entrance,Supervisor,4
40712,Archives,Supervisor,1
40717,Reading Room,Guard,5
40726,Entrance,Guard,3
40737,Archives,Supervisor,1
40738,Entrance,Guard,2
40745,Entrance,Guard,5
40749,Archives,Guard,4
40754,Archives,Supervisor,3
40756,Archives,Guard,3
40759,Entrance,Supervisor,3
40760,Entrance,Supervisor,4
40764,Archives,Guard,4
40767,Entrance,Guard,5
40768,Entrance,Guard,2
40769,Entrance,Supervisor,1
40777,Reading Room,Supervisor,3
40778,Entrance,Supervisor,3
40780,Reading Room,Supervisor,5
40785,Reading Room,Guard,3
40789,Archives,Supervisor,5
40798,Entrance,Supervisor,5
40801,Archives,Supervisor,4
40810,Reading Room,Guard,1
40815,Entrance,Guard,4
40825,Reading Room,Guard,3
40828,Entrance,Supervisor,3
40829,Reading Room,Guard,3
40838,Reading Room,Guard,1
40856,Entrance,Supervisor,3
40857,Archives,Supervisor,5
