Disposal_ID,Book_ID,Conservator_ID,Method,Material_of_Book,Date
9331917,5321556365,200013,Repurposing,Leather,2024-12-20
9856207,8579702140,200010,Incineration,Metal,2023-11-03
5268694,8457509393,200027,Recycling,Leather,2024-09-14
8545507,7560697220,200008,Incineration,Leather,2023-05-19
7103727,5729271495,200008,Incineration,Paper,2024-03-31
9069808,5050612980,200026,Donation,Leather,2024-07-02
4220146,6148632155,200020,Incineration,Synthetic,2024-07-05
7628030,7086239538,200027,Recycling,Synthetic,2023-01-21
4351244,2055636606,200013,Repurposing,Paper,2023-06-22
2123023,6929281133,200026,Repurposing,Synthetic,2024-10-24
9725200,9756878801,200013,Donation,Leather,2024-09-22
5661969,4896815877,200013,Recycling,Paper,2024-03-06
9725207,2206368389,200020,Donation,Paper,2024-10-02
5268788,9177203422,200008,Donation,Metal,2024-07-07
9200949,4019656951,200013,Recycling,Metal,2023-07-06
1598773,3473290883,200008,Shredding,Leather,2023-07-14
3171639,4229357932,200011,Incineration,Metal,2024-01-31
2516279,1295477385,200008,Shredding,Synthetic,2024-10-08
2778429,7920331809,200006,Burial,Synthetic,2023-04-26
7890244,7785473120,200020,Shredding,Leather,2024-01-31
5399894,3258071454,200027,Burial,Leather,2023-03-21
8938839,9945541388,200010,Donation,Synthetic,2023-08-29
2778463,4082696748,200026,Shredding,Synthetic,2024-07-08
4482401,7001221231,200010,Donation,Paper,2024-01-31
4089188,7324912989,200013,Incineration,Metal,2024-08-04
1336687,7249479817,200026,Incineration,Metal,2023-01-25
5399935,7502210565,200011,Shredding,Paper,2023-04-15
9069962,7997958273,200008,Burial,Paper,2025-01-04
6579604,6717630846,200008,Burial,Synthetic,2024-04-06
1729950,8726839482,200027,Shredding,Paper,2023-02-20
6841759,7436924850,200011,Repurposing,Metal,2024-06-15
9463201,4077886910,200015,Shredding,Synthetic,2023-01-27
9332148,9386358478,200026,Recycling,Metal,2024-09-04
7235000,4847922186,200020,Repurposing,Leather,2024-08-02
8545720,3393799979,200008,Burial,Synthetic,2023-12-09
9201083,9127230892,200008,Repurposing,Synthetic,2023-11-13
2516416,5922706812,200006,Shredding,Synthetic,2024-04-28
3433927,1040417520,200013,Incineration,Leather,2024-10-27
1205710,4165677035,200008,Incineration,Leather,2023-03-27
6579664,2467484270,200010,Shredding,Synthetic,2024-02-25
9594331,4674233749,200008,Burial,Leather,2023-10-03
5662172,1115385684,200015,Recycling,Synthetic,2023-06-25
6972906,3215287460,200015,Recycling,Synthetic,2023-08-05
7497200,4713710428,200010,Recycling,Leather,2023-06-22
1467899,4899676163,200006,Incineration,Synthetic,2023-08-07
3827209,8785522574,200026,Burial,Leather,2023-11-28
8807947,6245500402,200008,Shredding,Paper,2024-01-21
1861171,4772551284,200008,Incineration,Leather,2023-06-25
1599031,7483133529,200027,Donation,Metal,2023-12-25
9987641,1477728561,200027,Recycling,Leather,2024-06-20
9463355,3511496713,200013,Donation,Paper,2024-05-21
9856572,4801987072,200020,Shredding,Leather,2023-07-14
7104062,5945325771,200026,Repurposing,Metal,2023-06-05
6973002,4474456390,200006,Incineration,Metal,2023-04-05
8414798,4662716890,200008,Repurposing,Paper,2024-07-13
3565139,2413593457,200026,Incineration,Synthetic,2023-12-18
7628391,3875096336,200006,Donation,Leather,2024-02-12
1074798,6131075630,200020,Recycling,Leather,2024-09-23
6055537,8032028743,200008,Incineration,Leather,2023-06-30
4220537,8634191837,200027,Burial,Synthetic,2023-10-27
3827329,4766441736,200027,Repurposing,Synthetic,2023-02-26
6579844,6108761107,200008,Burial,Metal,2024-06-05
8152714,9740990689,200008,Recycling,Leather,2023-10-30
5138063,3778223467,200006,Recycling,Synthetic,2024-04-14
9332368,9387456611,200006,Donation,Metal,2024-12-12
1074835,3173205179,200027,Repurposing,Leather,2023-04-08
4220569,6851423375,200010,Repurposing,Paper,2024-07-06
6448810,1526742978,200013,Incineration,Leather,2023-03-10
3827370,6611586256,200015,Incineration,Metal,2024-09-10
6842048,2535124954,200015,Repurposing,Metal,2023-05-08
9201359,7409181389,200008,Donation,Paper,2024-08-16
2778832,5946713913,200011,Burial,Paper,2024-02-17
8808148,7165508243,200010,Repurposing,Synthetic,2024-04-14
6186722,8258120831,200027,Donation,Synthetic,2023-10-01
4220651,2196145430,200013,Shredding,Paper,2024-10-05
3172076,2666842739,200010,Donation,Synthetic,2024-10-09
2385646,1094021476,200010,Burial,Leather,2025-01-14
5662450,5395187752,200011,Recycling,Synthetic,2023-06-20
9332467,2447820378,200026,Shredding,Synthetic,2023-05-20
3303158,2659384593,200027,Shredding,Paper,2023-10-19
2516731,8556615263,200008,Incineration,Paper,2023-04-06
8677118,4037254097,200020,Burial,Metal,2023-04-20
7497489,8178442302,200013,Burial,Synthetic,2024-01-21
2254613,7885844352,200026,Incineration,Paper,2025-01-13
4220702,2095024636,200027,Donation,Paper,2024-07-02
5531428,8567369338,200006,Incineration,Paper,2024-01-06
2516778,4171151896,200006,Burial,Leather,2023-11-23
9201451,8489658852,200006,Repurposing,Paper,2024-08-28
8152899,3086544501,200015,Incineration,Leather,2023-03-10
2647884,6254259392,200026,Incineration,Paper,2025-01-02
2910029,6235574177,200015,Donation,Metal,2023-05-06
9725776,8012398801,200008,Burial,Synthetic,2023-03-13
2516818,7729764165,200013,Recycling,Leather,2023-05-26
6448980,3574202892,200020,Donation,Paper,2023-03-04
5138260,8979672599,200006,Recycling,Leather,2024-10-09
8677209,1281497271,200010,Repurposing,Metal,2024-03-21
5007193,5306614903,200015,Repurposing,Synthetic,2024-11-26
8939359,3675458726,200008,Burial,Leather,2024-04-20
1468255,4626012895,200010,Shredding,Paper,2023-07-29
4220777,8601451641,200015,Burial,Leather,2024-11-12
5662581,3273998962,200006,Incineration,Paper,2024-06-28
7497592,4203708920,200006,Burial,Synthetic,2023-06-19
7235451,8529688165,200015,Shredding,Paper,2023-05-14
9725820,6358938330,200027,Shredding,Synthetic,2023-01-20
3958661,6861387496,200027,Burial,Paper,2023-08-06
2910099,6629511446,200026,Repurposing,Leather,2023-10-11
3696536,6985524845,200006,Recycling,Leather,2023-06-03
4089769,9728573195,200008,Shredding,Metal,2023-11-27
3041199,6356058459,200013,Donation,Paper,2023-09-20
2779056,3301476891,200006,Donation,Paper,2024-12-01
7366578,8508683267,200013,Recycling,Leather,2024-12-06
4220855,8390882974,200008,Recycling,Metal,2024-08-19
2648007,4115228196,200026,Burial,Leather,2024-11-04
8021963,7955663130,200010,Incineration,Metal,2023-01-27
2254797,7659288703,200013,Burial,Synthetic,2023-03-01
3303376,6286992660,200006,Incineration,Metal,2024-08-04
6449122,9144272279,200008,Burial,Metal,2023-04-04
5662697,9659278858,200006,Donation,Leather,2024-04-29
2648043,4567336443,200006,Incineration,Synthetic,2023-04-17
6580205,1156751943,200010,Donation,Paper,2023-08-28
1599477,4503363796,200015,Donation,Leather,2024-09-09
6973440,2331571039,200027,Donation,Synthetic,2024-10-15
3565577,6411922707,200008,Repurposing,Synthetic,2023-06-19
7759910,9925868612,200013,Incineration,Paper,2024-12-09
9594927,2223928742,200013,Incineration,Synthetic,2023-07-04
8284213,2112684789,200020,Incineration,Metal,2024-09-26
3434560,3168778935,200027,Incineration,Synthetic,2023-03-15
6580299,9446474880,200026,Repurposing,Paper,2023-02-08
9332817,7559827024,200013,Shredding,Leather,2023-10-25
7497822,7977295026,200020,Donation,Leather,2023-05-26
8153197,4328092719,200020,Donation,Metal,2024-10-05
4614254,2319784744,200015,Burial,Paper,2023-05-14
1992821,9573297892,200026,Burial,Paper,2023-03-02
5793917,5999439667,200026,Repurposing,Synthetic,2023-11-09
6580350,6515131551,200011,Burial,Leather,2023-11-18
9726079,2775130072,200011,Incineration,Leather,2023-08-01
8153216,3335195756,200010,Recycling,Synthetic,2025-01-03
9726090,9617078047,200015,Incineration,Synthetic,2023-10-19
8677524,4991397254,200026,Shredding,Metal,2023-09-18
9726100,2173377754,200010,Donation,Paper,2024-07-27
5925017,1480975654,200013,Shredding,Metal,2023-04-25
3696796,2623653132,200011,Recycling,Metal,2023-10-19
2779292,8825175344,200011,Donation,Leather,2023-02-06
4352164,2250145877,200020,Donation,Leather,2024-01-21
8808614,1119542894,200020,Shredding,Metal,2023-10-01
6187175,7623289637,200020,Donation,Synthetic,2024-09-09
4876458,1934113858,200026,Donation,Paper,2024-07-11
7366839,5857933711,200010,Burial,Paper,2023-06-03
4745405,9524970232,200013,Incineration,Synthetic,2023-12-25
4483263,5710557528,200020,Donation,Synthetic,2024-02-13
6580416,2885919982,200020,Repurposing,Leather,2023-06-29
1468617,9731991375,200026,Burial,Paper,2023-10-28
8677580,1897801967,200011,Repurposing,Synthetic,2023-09-25
2386124,1051912772,200013,Incineration,Leather,2024-10-12
1599705,7969681395,200020,Recycling,Leather,2023-04-07
9857243,8732993718,200006,Repurposing,Paper,2023-06-14
5662946,5141382796,200006,Incineration,Paper,2024-09-03
5269731,3469883623,200027,Recycling,Metal,2023-03-27
2517221,9009330828,200027,Recycling,Synthetic,2023-06-14
6973681,9640583293,200027,Shredding,Metal,2023-02-26
3565811,3047304697,200011,Recycling,Paper,2023-10-17
8022261,9655965976,200026,Incineration,Paper,2024-07-23
6711548,1226077935,200027,Incineration,Paper,2023-07-04
4221186,6322920691,200006,Shredding,Leather,2024-07-18
8546567,8684731007,200027,Shredding,Metal,2023-05-08
4876563,2202656356,200006,Burial,Leather,2024-01-09
6580503,2848686196,200020,Shredding,Synthetic,2023-09-09
5531931,2264680605,200010,Donation,Metal,2024-11-30
5925165,7191685836,200006,Burial,Leather,2023-09-21
8546609,3900366141,200026,Repurposing,Synthetic,2024-08-22
4483379,8805845607,200011,Shredding,Metal,2023-01-20
4352313,2588414337,200015,Donation,Synthetic,2023-11-05
5925178,4626852071,200026,Incineration,Paper,2024-05-21
7366971,1179584205,200008,Burial,Synthetic,2024-05-24
1599801,6759886016,200008,Recycling,Leather,2024-05-18
1075517,8460576153,200008,Recycling,Synthetic,2023-02-20
6187326,9588574893,200013,Recycling,Synthetic,2023-05-25
2517312,8966735779,200027,Shredding,Synthetic,2023-10-17
5138756,9818489978,200013,Shredding,Leather,2024-09-30
5794123,1225320440,200006,Donation,Synthetic,2023-02-02
1993040,1571198122,200027,Donation,Leather,2023-06-01
8415586,2320943960,200026,Burial,Leather,2023-07-03
8153448,3446101172,200011,Repurposing,Paper,2023-05-02
9333108,4090752289,200013,Shredding,Metal,2024-09-20
4876661,3170065145,200020,Donation,Synthetic,2024-01-21
7498102,9010485218,200006,Shredding,Metal,2025-01-03
4483453,8800973868,200027,Donation,Leather,2025-01-11
2779529,2139318997,200027,Incineration,Leather,2024-11-30
1206666,6791596274,200010,Burial,Leather,2023-03-02
3041680,2957580386,200027,Incineration,Paper,2024-03-25
5532048,4441302299,200006,Donation,Paper,2024-08-14
3172757,6586005903,200027,Recycling,Leather,2024-07-30
6842778,4356730480,200013,Shredding,Metal,2023-11-26
8677801,2710760788,200027,Repurposing,Metal,2024-02-21
4876715,5866184575,200027,Incineration,Paper,2024-11-07
1075632,1398952697,200008,Recycling,Leather,2024-10-18
9988528,3499923616,200006,Recycling,Leather,2024-02-18
7629259,1663324750,200010,Incineration,Synthetic,2024-03-15
1337808,4313779732,200013,Repurposing,Leather,2024-06-19
6973907,5431247983,200026,Shredding,Synthetic,2024-09-28
4876759,8514585377,200020,Burial,Paper,2023-01-20
3434967,8569535830,200027,Incineration,Synthetic,2023-12-01
3959265,4178045686,200008,Incineration,Synthetic,2023-09-27
5401061,9461830138,200006,Incineration,Leather,2023-06-19
5269995,5838501064,200013,Donation,Synthetic,2023-02-27
5401068,1989048980,200013,Donation,Paper,2023-08-13
7236077,7528376617,200011,Incineration,Synthetic,2023-06-10
6842859,1315129934,200010,Shredding,Leather,2024-07-31
5794289,5964394207,200011,Incineration,Leather,2024-08-13
9464311,3158811291,200008,Shredding,Leather,2024-06-17
8284677,8267641141,200011,Donation,Leather,2023-10-03
4614663,9368647521,200006,Burial,Leather,2023-06-14
1862163,2107274387,200006,Donation,Synthetic,2023-11-22
2517524,2978964310,200008,Shredding,Paper,2023-10-05
7629343,2506821593,200010,Burial,Leather,2024-05-24
3697185,4825114258,200026,Recycling,Leather,2024-05-18
9333283,1852322520,200013,Donation,Paper,2023-06-01
4090405,9479020056,200020,Recycling,Leather,2023-05-09
1600038,8786705748,200027,Burial,Synthetic,2024-03-25
6056486,4889303838,200027,Donation,Paper,2023-10-12
7760423,4142468897,200011,Incineration,Metal,2024-06-21
5138984,7100340675,200027,Repurposing,Paper,2024-03-09
9464363,7588700975,200006,Incineration,Synthetic,2024-04-20
9857596,5647907908,200026,Repurposing,Leather,2024-04-16
4352586,2470635170,200011,Repurposing,Paper,2023-12-01
3959372,3377550973,200015,Shredding,Leather,2023-10-25
9857613,8688689524,200020,Incineration,Leather,2024-02-19
3697229,3079942219,200010,Incineration,Paper,2023-09-14
8809051,1458158466,200015,Incineration,Leather,2024-09-21
2386527,4337785214,200010,Recycling,Leather,2024-12-11
4483689,7831641594,200027,Repurposing,Paper,2024-05-18
2517611,3069325054,200006,Burial,Synthetic,2024-01-25
8809071,1682193967,200027,Incineration,Metal,2023-12-02
9726579,9751865749,200013,Donation,Metal,2023-11-12
4745852,5110542647,200026,Donation,Leather,2023-02-07
5139068,9298751773,200026,Incineration,Metal,2024-10-16
1206913,4759870359,200011,Burial,Paper,2023-09-29
6580871,3801086177,200015,Incineration,Metal,2025-01-13
7891610,3394600414,200013,Shredding,Paper,2024-04-21
2255518,7447855945,200011,Recycling,Leather,2024-04-03
1993378,1366551653,200006,Recycling,Leather,2024-09-26
2517672,4292324096,200013,Recycling,Leather,2024-05-21
5663403,3510487916,200011,Incineration,Paper,2024-02-28
4483757,2097413404,200015,Repurposing,Metal,2023-05-23
8546994,1637466181,200010,Incineration,Metal,2024-01-24
5008053,3434756646,200013,Incineration,Leather,2024-07-17
6711996,8733212061,200013,Burial,Synthetic,2023-11-30
6843070,2052517773,200008,Shredding,Metal,2023-06-12
9071296,7421990627,200020,Donation,Paper,2023-02-04
6449857,5520019049,200026,Repurposing,Leather,2023-04-03
7629507,2422321615,200011,Recycling,Synthetic,2023-01-21
8547012,8981896849,200006,Donation,Paper,2023-10-24
9857741,4848978697,200008,Shredding,Paper,2024-12-03
8547025,6369280562,200026,Shredding,Leather,2024-06-22
2648786,8108846244,200006,Repurposing,Metal,2024-11-11
4221663,7414214374,200006,Recycling,Synthetic,2024-07-27
3042024,7639875215,200006,Repurposing,Leather,2024-07-29
7236331,7920040594,200006,Shredding,Paper,2023-11-24
7891694,8317207187,200006,Recycling,Metal,2023-03-28
9071343,5847915541,200020,Shredding,Leather,2023-02-11
1075985,7058827945,200027,Burial,Synthetic,2023-09-30
3304211,7565557694,200008,Burial,Leather,2023-09-06
8940309,6392250481,200006,Incineration,Paper,2023-03-03
7629594,2061756350,200020,Repurposing,Metal,2024-03-29
9726750,5025671811,200027,Repurposing,Synthetic,2023-02-19
3566392,1879954289,200013,Burial,Leather,2023-09-06
1076026,5073064381,200020,Shredding,Leather,2023-12-18
6843197,4595315257,200010,Shredding,Metal,2023-08-24
6974282,1501537941,200015,Donation,Metal,2023-05-11
2255701,9274030213,200013,Shredding,Paper,2024-05-13
2124633,3388348210,200026,Burial,Leather,2025-01-18
1862498,3286940256,200026,Shredding,Leather,2024-12-21
4746085,4233255770,200008,Incineration,Paper,2023-06-11
4352877,8241527996,200013,Shredding,Synthetic,2023-10-28
5794674,5333079392,200011,Shredding,Leather,2024-05-22
5532536,3331706578,200006,Recycling,Synthetic,2024-09-23
2124689,6063210226,200020,Donation,Metal,2024-10-02
5270426,4872178263,200006,Repurposing,Leather,2023-10-20
7760795,9874671237,200020,Shredding,Leather,2024-07-10
2124701,2518433451,200020,Shredding,Paper,2024-12-08
5794718,3608218018,200027,Burial,Metal,2024-04-09
9202599,6768363309,200020,Incineration,Leather,2023-02-18
6450092,5313220218,200027,Incineration,Synthetic,2025-01-04
5925817,2759632544,200015,Incineration,Leather,2023-07-16
3304381,5135116144,200006,Shredding,Synthetic,2024-09-22
5401546,4530573494,200011,Burial,Paper,2024-10-10
3697616,2741473324,200006,Recycling,Synthetic,2023-06-23
9858001,1782856516,200008,Donation,Metal,2024-06-17
2780114,8511168395,200026,Repurposing,Synthetic,2024-04-30
6712291,1537653695,200010,Burial,Metal,2023-11-18
1862636,4240163950,200008,Donation,Metal,2024-12-03
3173371,3232056137,200013,Repurposing,Metal,2024-04-15
1731580,2288738234,200011,Incineration,Paper,2024-03-26
1731586,1776693360,200027,Burial,Metal,2023-07-30
7760904,2784349697,200011,Repurposing,Metal,2023-09-21
3042333,5718602002,200008,Burial,Metal,2024-06-30
8809509,2583179660,200011,Repurposing,Paper,2023-12-15
6188076,8074523868,200027,Shredding,Paper,2023-04-16
8678447,2640692099,200013,Shredding,Synthetic,2024-08-25
3566639,3222244594,200008,Repurposing,Leather,2023-06-04
2518070,5767104505,200008,Incineration,Paper,2023-01-26
6319158,4082930910,200027,Burial,Paper,2024-07-03
1469500,9390904916,200011,Shredding,Paper,2024-07-19
2911294,2388468657,200026,Incineration,Synthetic,2024-01-03
9989184,3596954889,200013,Incineration,Metal,2023-09-09
9727050,2483313126,200008,Recycling,Synthetic,2024-05-28
6188109,2029262316,200015,Shredding,Paper,2024-06-29
2387022,2904310488,200010,Recycling,Metal,2023-02-05
3828821,9747728948,200015,Recycling,Paper,2023-03-30
3566679,6419620026,200013,Incineration,Paper,2024-10-23
5270620,7709307378,200013,Recycling,Leather,2023-08-29
4222046,2297285175,200015,Recycling,Paper,2023-07-03
2387038,5760657643,200020,Repurposing,Synthetic,2023-06-28
5663848,9349094497,200008,Incineration,Metal,2024-06-12
9858156,6938452434,200011,Repurposing,Metal,2024-07-15
7236725,6662856078,200010,Incineration,Leather,2024-05-09
9071755,1294882336,200026,Burial,Metal,2023-03-29
9727115,9654975136,200027,Incineration,Leather,2023-11-09
9858196,3698271583,200006,Shredding,Paper,2024-11-05
3828889,9369858088,200013,Repurposing,Metal,2023-04-27
1076380,9324577454,200011,Recycling,Paper,2024-08-20
4746400,3559723211,200026,Burial,Paper,2024-08-27
6974632,9678467435,200020,Burial,Leather,2024-11-02
5401772,7027887831,200015,Repurposing,Synthetic,2023-06-26
2387123,3021206246,200006,Incineration,Synthetic,2023-09-08
3042495,4210146131,200013,Shredding,Synthetic,2024-03-23
9858255,1108935240,200015,Incineration,Leather,2023-11-03
3566800,5373514435,200013,Repurposing,Metal,2024-01-13
2780395,1168745191,200011,Donation,Metal,2023-11-27
2780397,2502541211,200020,Repurposing,Synthetic,2024-09-25
7499006,3411208105,200027,Recycling,Metal,2024-11-16
7892253,9571486776,200027,Incineration,Synthetic,2023-01-21
9465118,3668428494,200026,Shredding,Synthetic,2024-02-16
2125087,6026750361,200011,Burial,Synthetic,2024-07-06
1469743,7346425654,200027,Incineration,Metal,2024-05-17
1600816,1524742169,200008,Incineration,Leather,2024-09-06
9334076,2100697088,200026,Shredding,Metal,2024-07-18
4484413,4405639033,200008,Shredding,Synthetic,2024-12-17
9203024,9281841482,200006,Burial,Paper,2023-09-19
4615507,2969966754,200026,Recycling,Leather,2023-09-29
5664110,1183090322,200027,Burial,Metal,2024-03-09
4877679,3645771587,200026,Burial,Synthetic,2024-05-02
1338737,3628830712,200010,Incineration,Synthetic,2023-10-02
1207667,8071377044,200010,Recycling,Leather,2023-04-11
7892340,9987954901,200008,Shredding,Leather,2024-05-02
8940917,2006236252,200010,Repurposing,Paper,2023-04-01
6057334,8449893745,200027,Burial,Leather,2023-09-20
6712697,9639189872,200013,Donation,Leather,2024-08-29
5270912,7118505615,200015,Shredding,Leather,2024-02-09
2780544,6714853322,200008,Shredding,Paper,2024-01-13
4222338,1639706200,200020,Burial,Paper,2023-06-02
3960198,9878999752,200015,Incineration,Paper,2024-05-21
6974871,9373689600,200006,Donation,Paper,2023-01-27
6843811,6988223054,200011,Burial,Synthetic,2023-09-23
8416680,3106768284,200011,Burial,Paper,2024-01-31
3829161,3272176014,200010,Incineration,Synthetic,2023-07-24
7630258,2036817132,200013,Donation,Leather,2023-04-18
4484531,5655130910,200015,Shredding,Leather,2023-02-17
3960245,3130489466,200020,Repurposing,Leather,2024-12-06
6188476,2343536225,200026,Donation,Leather,2023-12-15
3173822,6319878540,200027,Repurposing,Metal,2024-12-16
9858506,8638738704,200011,Donation,Leather,2023-07-27
9465291,1526872112,200020,Incineration,Synthetic,2023-08-27
5139916,7635765455,200020,Repurposing,Metal,2024-10-03
7499222,7292962719,200011,Shredding,Metal,2023-12-03
1732059,9599522278,200026,Recycling,Leather,2023-11-13
2649564,6810448518,200011,Burial,Paper,2024-10-25
1076703,1049894028,200015,Repurposing,Paper,2024-11-25
2911712,4503854452,200008,Recycling,Synthetic,2024-12-03
5664224,7608814093,200027,Incineration,Synthetic,2023-09-18
6319595,1715531822,200026,Repurposing,Metal,2024-11-13
6581742,5150643205,200013,Burial,Synthetic,2024-08-30
6843893,7977087313,200027,Recycling,Metal,2023-03-07
8547832,3835336650,200010,Recycling,Metal,2024-12-02
7237120,5717530957,200020,Shredding,Leather,2024-09-24
1207815,7575673155,200011,Burial,Synthetic,2023-02-22
6712843,6043985685,200011,Repurposing,Leather,2023-02-20
6450706,8628899390,200015,Recycling,Paper,2024-06-30
5664274,5145012158,200027,Recycling,Synthetic,2024-06-02
9072166,5317692428,200011,Donation,Leather,2024-11-03
1338918,2549302395,200010,Shredding,Paper,2024-08-18
8547883,4649309369,200011,Recycling,Synthetic,2023-06-26
5533234,6885153647,200010,Repurposing,Synthetic,2023-10-30
9858614,1143762841,200020,Donation,Metal,2024-10-07
8941115,7967150534,200020,Repurposing,Leather,2023-03-03
8941142,1110069754,200008,Donation,Leather,2023-12-20
6057560,4742466221,200026,Burial,Metal,2024-08-05
1470045,4764623042,200020,Incineration,Leather,2023-12-20
3042910,8862788315,200027,Burial,Synthetic,2024-01-18
3829353,9436385652,200027,Incineration,Paper,2024-04-25
2387580,9675522498,200008,Donation,Paper,2024-09-07
7761546,2971145577,200027,Donation,Leather,2024-06-21
2387601,1792625840,200011,Shredding,Leather,2024-12-23
8547997,5368041885,200011,Burial,Synthetic,2024-08-31
1601190,5479948892,200011,Repurposing,Leather,2023-08-20
4353710,9130863804,200006,Repurposing,Synthetic,2024-08-26
3305141,3310420932,200026,Burial,Paper,2023-02-11
4091585,7787592569,200015,Burial,Synthetic,2024-07-06
8548042,3126596350,200011,Recycling,Synthetic,2024-10-20
4222669,9637797436,200011,Donation,Metal,2024-11-13
2387670,2955016796,200013,Repurposing,Paper,2024-02-27
1470170,4895191656,200011,Burial,Paper,2023-06-11
7499487,1297365781,200020,Shredding,Leather,2023-06-16
9858784,4108042684,200008,Donation,Metal,2023-10-24
6188774,9140375096,200008,Donation,Metal,2023-11-08
3567361,7121233361,200011,Burial,Synthetic,2024-06-09
4091658,1005965732,200006,Donation,Leather,2023-12-06
3698443,8116261046,200011,Shredding,Leather,2024-02-11
3043082,9575787849,200011,Repurposing,Paper,2023-03-01
1339150,1303015274,200008,Repurposing,Synthetic,2023-05-09
2256654,3327736105,200020,Recycling,Metal,2023-10-12
8285975,5106606698,200011,Shredding,Leather,2024-12-22
5009175,4809812111,200013,Incineration,Synthetic,2025-01-18
1208099,7929323865,200006,Shredding,Synthetic,2024-06-13
6582057,2464094308,200013,Shredding,Metal,2023-04-17
1994563,7523412622,200013,Repurposing,Synthetic,2024-09-24
8023875,4826109542,200015,Shredding,Paper,2025-01-04
8810309,8677073918,200027,Donation,Metal,2023-09-29
2387789,9264291937,200020,Incineration,Metal,2023-11-05
1208157,5928282011,200011,Recycling,Synthetic,2024-09-29
5664611,7878574984,200008,Recycling,Synthetic,2023-09-06
9858918,5751273953,200013,Burial,Metal,2024-05-20
4353896,4076768274,200015,Recycling,Synthetic,2024-10-24
8286063,3564684832,200020,Donation,Metal,2024-09-13
1208178,8382923358,200015,Shredding,Synthetic,2023-11-23
5926780,2664336185,200015,Repurposing,Metal,2023-08-12
2912125,7344492551,200011,Shredding,Synthetic,2023-10-08
4485018,9448087985,200026,Incineration,Synthetic,2024-01-08
1601437,9822319551,200020,Burial,Metal,2024-07-30
2256812,2078641981,200015,Shredding,Synthetic,2023-06-27
6320050,4200982870,200010,Incineration,Paper,2023-09-01
3305397,5168665364,200027,Shredding,Metal,2024-06-04
1208247,2506183186,200006,Incineration,Metal,2023-04-06
5664714,6147382476,200027,Incineration,Leather,2024-08-22
6582220,5330294011,200013,Burial,Metal,2023-08-28
3698642,3339293623,200026,Repurposing,Leather,2024-10-15
2125779,7664800427,200026,Shredding,Synthetic,2024-07-25
6189018,9004872440,200015,Incineration,Leather,2025-01-15
6189022,6824418726,200006,Shredding,Metal,2023-11-06
3960802,2693129156,200013,Recycling,Paper,2023-07-14
7892962,8091174223,200011,Incineration,Synthetic,2023-09-25
4222953,1251587387,200006,Repurposing,Metal,2024-09-09
4878314,2710142631,200020,Recycling,Metal,2024-08-07
5664752,6783201752,200013,Shredding,Leather,2024-05-25
8155153,2582753949,200008,Donation,Paper,2023-02-10
9203755,8876102846,200026,Repurposing,Leather,2023-06-22
5795889,7668830813,200006,Donation,Leather,2024-07-27
1077297,5495727535,200020,Burial,Leather,2024-11-22
8679476,4509035135,200026,Repurposing,Synthetic,2024-08-25
3829816,3523243708,200015,Recycling,Leather,2023-07-30
1208378,4339994941,200006,Donation,Paper,2024-01-27
3305530,4974726762,200010,Donation,Metal,2024-10-08
8548420,8007688270,200013,Incineration,Leather,2024-07-11
7499855,2851578240,200006,Recycling,Synthetic,2023-05-27
9334869,7103268242,200013,Incineration,Paper,2024-03-09
1601633,1169111593,200011,Recycling,Leather,2024-01-03
3174498,7801090608,200013,Shredding,Synthetic,2024-05-20
5927012,8436278631,200013,Donation,Synthetic,2023-02-14
4223078,3526256100,200006,Recycling,Synthetic,2023-06-20
1077354,2795950415,200010,Donation,Paper,2024-07-03
7499884,4499866552,200010,Repurposing,Synthetic,2024-04-21
6320237,6190803072,200027,Donation,Paper,2024-04-06
2650227,8947114982,200011,Repurposing,Synthetic,2023-12-05
5140599,3347125226,200026,Donation,Paper,2023-05-09
4092026,4629816415,200027,Recycling,Metal,2023-07-16
4485266,6488743892,200013,Burial,Synthetic,2024-02-09
7237789,1012367436,200027,Incineration,Leather,2023-01-29
6189222,9205193354,200026,Shredding,Paper,2023-12-04
3698858,1272566815,200020,Shredding,Metal,2023-02-08
4092078,7863594887,200011,Donation,Leather,2023-02-19
3436731,5699424366,200011,Burial,Paper,2024-02-01
4485312,9198848524,200020,Incineration,Leather,2024-10-19
1732809,2408350404,200011,Recycling,Metal,2023-09-03
3961037,3576586114,200010,Shredding,Metal,2023-08-23
9203940,1690083401,200013,Burial,Paper,2024-09-22
3567849,4901420588,200026,Burial,Synthetic,2024-11-11
6320371,9211162585,200015,Shredding,Paper,2024-08-14
4616448,6528903513,200011,Repurposing,Metal,2024-01-12
9072914,2957630628,200027,Shredding,Metal,2023-12-23
3174675,4079574897,200008,Shredding,Paper,2023-03-12
7237927,9196210437,200027,Burial,Paper,2024-08-06
5927208,3405256305,200013,Burial,Metal,2023-07-20
1732913,7063037369,200011,Donation,Metal,2024-11-03
1339708,4653701539,200008,Donation,Paper,2023-08-01
8941885,7294603744,200026,Burial,Leather,2024-05-24
9072958,4662580915,200011,Burial,Synthetic,2024-09-22
4092224,6645377882,200006,Donation,Metal,2024-03-24
1470788,2357450865,200020,Donation,Synthetic,2024-08-28
4616524,7253768806,200013,Incineration,Paper,2023-02-14
1470796,2452990620,200026,Burial,Synthetic,2023-08-31
6975821,7595838578,200027,Burial,Metal,2024-04-14
8417615,9523226156,200010,Repurposing,Paper,2024-01-08
