ID,Area,Role,ClearanceLevel
25032,Archives,Guard,1
25047,Archives,Guard,4
25052,Archives,Supervisor,4
25053,Archives,Guard,5
25057,Reading Room,Supervisor,5
25064,Reading Room,Supervisor,4
25065,Archives,Guard,5
25073,Reading Room,Guard,2
25082,Reading Room,Supervisor,5
25091,Entrance,Guard,3
25093,Reading Room,Supervisor,5
25094,Archives,Supervisor,5
25097,Entrance,Supervisor,4
25103,Entrance,Guard,5
25104,Reading Room,Supervisor,4
25108,Reading Room,Supervisor,5
25110,Entrance,Supervisor,5
25113,Reading Room,Supervisor,1
25118,Archives,Supervisor,5
25119,Reading Room,Supervisor,5
25120,Reading Room,Guard,4
25130,Reading Room,Supervisor,4
25133,Archives,Supervisor,5
25141,Reading Room,Guard,2
25143,Reading Room,Guard,4
25146,Archives,Supervisor,1
25153,Entrance,Supervisor,2
25156,Reading Room,Guard,2
25165,Archives,Supervisor,2
25166,Reading Room,Supervisor,2
25167,Archives,Supervisor,5
25173,Reading Room,Supervisor,1
25177,Reading Room,Supervisor,2
25179,Entrance,Supervisor,4
25180,Entrance,Supervisor,3
25191,Archives,Guard,5
25201,Entrance,Supervisor,1
25203,Reading Room,Guard,4
25212,Entrance,Guard,1
25217,Reading Room,Supervisor,1
25222,Archives,Guard,1
25223,Reading Room,Guard,3
25231,Archives,Guard,3
25235,Reading Room,Supervisor,2
25236,Archives,Guard,4
25238,Entrance,Supervisor,4
25239,Reading Room,Guard,5
25244,Reading Room,Supervisor,2
25246,Reading Room,Supervisor,2
25247,Entrance,Supervisor,4
25256,Archives,Guard,1
25260,Archives,Supervisor,5
25265,Archives,Supervisor,2
25271,Entrance,Supervisor,2
25273,Reading Room,Guard,3
25275,Entrance,Guard,1
25277,Archives,Supervisor,4
25278,Entrance,Supervisor,2
25283,Reading Room,Guard,2
25284,Entrance,Guard,5
25286,Archives,Guard,5
25288,Reading Room,Supervisor,1
25289,Archives,Guard,4
25292,Reading Room,Supervisor,2
25293,Entrance,Supervisor,5
25295,Reading Room,Guard,5
25298,Reading Room,Supervisor,3
25307,Reading Room,Guard,1
25311,Reading Room,Supervisor,2
25315,Entrance,Guard,1
25321,Entrance,Supervisor,3
25327,Reading Room,Supervisor,3
25334,Archives,Guard,1
25336,Reading Room,Guard,4
25342,Reading Room,Supervisor,5
25349,Reading Room,Supervisor,3
25356,Reading Room,Supervisor,3
25357,Entrance,Guard,1
25358,Entrance,Guard,4
25361,Archives,Supervisor,2
25373,Entrance,Guard,5
25376,Reading Room,Guard,3
25378,Archives,Supervisor,3
25385,Reading Room,Guard,4
25387,Reading Room,Guard,1
25388,Reading Room,Supervisor,1
25390,Entrance,Guard,1
25394,Reading Room,Guard,2
25397,Reading Room,Guard,1
25400,Archives,Supervisor,1
25403,Archives,Guard,1
25412,Reading Room,Supervisor,4
25414,Archives,Guard,3
25421,Reading Room,Supervisor,3
25430,Reading Room,Supervisor,1
25434,Archives,Supervisor,2
25435,Reading Room,Guard,2
25438,Reading Room,Guard,5
25444,Archives,Supervisor,3
25445,Reading Room,Supervisor,4
25457,Archives,Guard,4
25459,Entrance,Guard,5
25473,Entrance,Supervisor,1
25474,Reading Room,Supervisor,5
25477,Archives,Supervisor,4
25480,Entrance,Guard,4
25487,Reading Room,Supervisor,3
25490,Archives,Guard,1
25493,Entrance,Supervisor,2
25500,Reading Room,Guard,3
25525,Reading Room,Guard,1
25527,Reading Room,Supervisor,2
25529,Archives,Supervisor,5
25537,Entrance,Supervisor,5
25544,Reading Room,Guard,2
25550,Archives,Guard,4
25552,Reading Room,Supervisor,2
25553,Entrance,Guard,2
25557,Entrance,Supervisor,2
25558,Archives,Guard,1
25563,Reading Room,Supervisor,2
25566,Archives,Guard,3
25571,Entrance,Supervisor,1
25574,Reading Room,Guard,1
25575,Entrance,Supervisor,4
25585,Reading Room,Guard,3
25588,Entrance,Supervisor,3
25589,Reading Room,Guard,2
25592,Archives,Supervisor,2
25597,Entrance,Guard,1
25601,Archives,Guard,4
25602,Archives,Supervisor,3
25610,Reading Room,Guard,2
25611,Reading Room,Supervisor,2
25617,Archives,Guard,4
25618,Reading Room,Guard,3
25620,Reading Room,Guard,5
25628,Entrance,Supervisor,3
25630,Archives,Supervisor,4
25632,Reading Room,Supervisor,2
25633,Reading Room,Supervisor,1
25634,Archives,Guard,1
25639,Reading Room,Guard,1
25641,Reading Room,Supervisor,1
25644,Entrance,Supervisor,3
25645,Archives,Guard,5
25650,Entrance,Supervisor,1
25652,Archives,Supervisor,3
25657,Entrance,Supervisor,3
25675,Entrance,Guard,4
25676,Reading Room,Guard,2
25679,Reading Room,Guard,5
25690,Reading Room,Supervisor,1
25693,Reading Room,Supervisor,5
25695,Reading Room,Guard,5
25709,Reading Room,Supervisor,1
25711,Reading Room,Guard,5
25713,Reading Room,Supervisor,1
25721,Archives,Guard,4
25723,Entrance,Guard,1
25727,Reading Room,Guard,5
25728,Entrance,Guard,1
25729,Entrance,Supervisor,4
25732,Reading Room,Guard,4
25737,Reading Room,Supervisor,2
25740,Entrance,Guard,5
25744,Entrance,Guard,4
25749,Entrance,Supervisor,5
25751,Archives,Guard,3
25752,Reading Room,Guard,5
25754,Archives,Supervisor,3
25755,Archives,Guard,2
25757,Reading Room,Guard,4
25759,Archives,Guard,5
25760,Entrance,Guard,1
25762,Entrance,Guard,3
25764,Entrance,Guard,5
25765,Reading Room,Supervisor,4
25767,Entrance,Guard,1
25770,Archives,Guard,5
25777,Archives,Supervisor,3
25787,Archives,Supervisor,4
25795,Entrance,Guard,3
25798,Archives,Supervisor,2
25799,Reading Room,Supervisor,5
25800,Entrance,Supervisor,5
25803,Reading Room,Guard,3
25805,Entrance,Supervisor,1
25817,Archives,Guard,2
25823,Reading Room,Guard,3
25830,Reading Room,Guard,1
25832,Entrance,Supervisor,2
25840,Archives,Guard,4
25849,Entrance,Guard,5
25854,Reading Room,Supervisor,3
25856,Archives,Guard,5
25857,Reading Room,Supervisor,3
25858,Entrance,Supervisor,5
25864,Archives,Supervisor,5
25867,Entrance,Guard,4
25868,Archives,Guard,4
25873,Reading Room,Guard,3
25874,Archives,Guard,4
25877,Entrance,Guard,4
25880,Reading Room,Supervisor,1
25881,Entrance,Supervisor,3
25885,Reading Room,Supervisor,4
25888,Archives,Guard,3
25889,Entrance,Guard,3
25896,Reading Room,Supervisor,3
25902,Archives,Supervisor,4
25903,Reading Room,Guard,1
25914,Reading Room,Supervisor,3
25925,Entrance,Supervisor,2
25928,Reading Room,Supervisor,5
25934,Entrance,Guard,5
25943,Archives,Guard,4
25944,Entrance,Supervisor,3
25945,Entrance,Guard,2
25951,Entrance,Supervisor,3
25957,Entrance,Supervisor,3
25971,Archives,Guard,4
25982,Entrance,Guard,1
25993,Reading Room,Guard,1
25996,Reading Room,Supervisor,3
25999,Archives,Supervisor,3
26006,Entrance,Guard,5
26008,Entrance,Supervisor,5
26011,Reading Room,Guard,3
26027,Reading Room,Supervisor,5
26031,Entrance,Supervisor,1
26038,Entrance,Supervisor,3
26048,Archives,Supervisor,4
26054,Entrance,Supervisor,3
26056,Archives,Supervisor,5
26074,Entrance,Guard,4
26079,Entrance,Guard,3
26080,Archives,Guard,5
26082,Archives,Supervisor,2
26095,Reading Room,Supervisor,1
26099,Entrance,Guard,2
26103,Entrance,Supervisor,3
26107,Reading Room,Supervisor,3
26108,Reading Room,Guard,2
26111,Archives,Guard,5
26122,Archives,Supervisor,3
26127,Archives,Guard,3
26131,Entrance,Supervisor,4
26134,Archives,Guard,1
26141,Archives,Supervisor,4
26145,Archives,Supervisor,3
26149,Entrance,Guard,4
26151,Archives,Supervisor,2
26158,Entrance,Guard,3
26160,Reading Room,Supervisor,3
26162,Entrance,Supervisor,3
26165,Entrance,Guard,5
26167,Reading Room,Supervisor,1
26172,Entrance,Supervisor,4
26177,Entrance,Supervisor,3
26180,Reading Room,Guard,2
26181,Archives,Supervisor,1
26185,Archives,Guard,3
26187,Entrance,Guard,5
26194,Reading Room,Guard,3
26199,Archives,Guard,3
26200,Archives,Supervisor,3
26215,Reading Room,Supervisor,3
26218,Reading Room,Guard,4
26226,Archives,Supervisor,2
26228,Entrance,Supervisor,5
26231,Reading Room,Guard,4
26235,Reading Room,Supervisor,1
26237,Entrance,Supervisor,4
26242,Archives,Supervisor,3
26251,Entrance,Guard,5
26256,Reading Room,Supervisor,1
26261,Reading Room,Supervisor,3
26283,Reading Room,Supervisor,4
26284,Entrance,Supervisor,5
26288,Archives,Guard,1
26302,Entrance,Supervisor,3
26304,Entrance,Supervisor,5
26311,Reading Room,Guard,3
26318,Entrance,Supervisor,1
26319,Entrance,Supervisor,5
26325,Archives,Guard,2
26333,Archives,Supervisor,2
26334,Entrance,Guard,4
26339,Entrance,Guard,1
26340,Reading Room,Supervisor,3
26343,Entrance,Supervisor,5
26347,Archives,Guard,5
26351,Reading Room,Guard,5
26353,Archives,Guard,1
26356,Archives,Supervisor,5
26359,Entrance,Guard,5
26366,Archives,Guard,2
26370,Reading Room,Supervisor,5
26371,Reading Room,Supervisor,2
26374,Reading Room,Guard,4
26391,Reading Room,Guard,5
26393,Archives,Supervisor,4
26403,Entrance,Guard,5
26408,Entrance,Supervisor,5
26411,Reading Room,Guard,5
26412,Archives,Guard,4
26422,Entrance,Guard,3
26426,Reading Room,Supervisor,3
26428,Entrance,Guard,2
26430,Reading Room,Guard,3
26432,Entrance,Supervisor,1
26433,Archives,Supervisor,2
26439,Reading Room,Guard,5
26441,Entrance,Supervisor,5
26442,Entrance,Supervisor,3
26463,Archives,Supervisor,5
26492,Archives,Guard,3
26503,Archives,Guard,2
26509,Archives,Supervisor,4
26516,Reading Room,Guard,1
26517,Archives,Guard,1
26520,Entrance,Supervisor,5
26522,Entrance,Guard,4
26527,Reading Room,Guard,4
26531,Entrance,Guard,1
26533,Entrance,Supervisor,3
26536,Entrance,Guard,1
26538,Reading Room,Supervisor,2
26539,Reading Room,Guard,4
26540,Reading Room,Guard,3
26541,Archives,Guard,1
26542,Entrance,Supervisor,3
26543,Archives,Guard,2
26556,Reading Room,Guard,1
26559,Reading Room,Guard,4
26562,Entrance,Supervisor,5
26563,Reading Room,Supervisor,1
26593,Entrance,Supervisor,4
26596,Archives,Supervisor,1
26605,Archives,Supervisor,5
26614,Archives,Supervisor,5
26621,Reading Room,Guard,1
26628,Archives,Guard,2
26629,Reading Room,Supervisor,5
26636,Reading Room,Supervisor,2
26656,Archives,Guard,4
26660,Archives,Guard,3
26663,Reading Room,Supervisor,5
26665,Entrance,Supervisor,2
26669,Archives,Supervisor,5
26684,Reading Room,Guard,2
26691,Reading Room,Guard,5
26694,Archives,Guard,2
26695,Entrance,Supervisor,1
26702,Entrance,Supervisor,4
26705,Archives,Supervisor,5
26708,Entrance,Guard,5
26719,Reading Room,Guard,1
26721,Archives,Supervisor,3
26731,Reading Room,Supervisor,4
26733,Archives,Supervisor,5
26737,Entrance,Guard,1
26742,Entrance,Supervisor,4
26758,Entrance,Supervisor,5
26760,Archives,Supervisor,5
26763,Entrance,Supervisor,5
26767,Reading Room,Guard,2
26772,Reading Room,Supervisor,3
26774,Archives,Supervisor,3
26779,Entrance,Guard,3
26805,Entrance,Supervisor,2
26811,Reading Room,Supervisor,5
26815,Entrance,Supervisor,3
26845,Archives,Supervisor,3
26851,Entrance,Guard,5
26856,Reading Room,Supervisor,2
26858,Reading Room,Supervisor,1
26860,Entrance,Guard,2
26861,Reading Room,Guard,3
26862,Archives,Guard,4
26867,Entrance,Guard,2
26868,Archives,Supervisor,1
26869,Entrance,Supervisor,2
26871,Entrance,Guard,1
26880,Archives,Guard,4
26882,Entrance,Guard,2
26888,Entrance,Guard,4
26891,Entrance,Guard,3
26903,Archives,Supervisor,3
26912,Entrance,Guard,3
26915,Entrance,Supervisor,2
26917,Archives,Guard,4
26918,Archives,Guard,1
26928,Entrance,Guard,1
26946,Archives,Supervisor,5
26950,Entrance,Guard,4
26963,Archives,Guard,1
26970,Reading Room,Guard,2
26971,Reading Room,Guard,1
26975,Archives,Guard,4
26976,Entrance,Supervisor,3
26986,Reading Room,Supervisor,3
27000,Entrance,Supervisor,5
27008,Entrance,Supervisor,1
27011,Reading Room,Supervisor,3
27012,Archives,Guard,1
27013,Reading Room,Supervisor,1
27021,Archives,Guard,1
27025,Reading Room,Supervisor,4
27028,Entrance,Supervisor,1
27034,Entrance,Supervisor,1
27042,Archives,Supervisor,3
27049,Entrance,Supervisor,5
27056,Reading Room,Supervisor,2
27068,Entrance,Supervisor,4
27072,Reading Room,Supervisor,4
27078,Reading Room,Guard,3
27085,Archives,Guard,2
27092,Archives,Guard,5
27093,Entrance,Guard,3
27094,Archives,Guard,3
27101,Reading Room,Guard,2
27106,Entrance,Guard,3
27109,Entrance,Guard,4
27110,Archives,Supervisor,5
27111,Reading Room,Guard,3
27116,Entrance,Supervisor,3
27118,Entrance,Guard,5
27122,Reading Room,Guard,2
27125,Entrance,Guard,1
27131,Reading Room,Supervisor,3
27132,Reading Room,Guard,3
27133,Reading Room,Supervisor,1
27135,Archives,Supervisor,1
27141,Reading Room,Supervisor,1
27143,Entrance,Guard,5
27149,Entrance,Guard,4
27154,Entrance,Guard,5
27156,Archives,Guard,3
27160,Entrance,Supervisor,2
27161,Entrance,Supervisor,4
27162,Reading Room,Supervisor,5
27170,Reading Room,Supervisor,1
27185,Reading Room,Supervisor,3
27197,Reading Room,Guard,2
27200,Entrance,Guard,3
27205,Entrance,Supervisor,3
27206,Entrance,Guard,4
27208,Reading Room,Supervisor,3
27214,Entrance,Guard,2
27218,Reading Room,Supervisor,5
27221,Entrance,Supervisor,2
27223,Reading Room,Guard,4
27225,Reading Room,Guard,4
27226,Archives,Supervisor,1
27231,Reading Room,Supervisor,1
27233,Entrance,Guard,2
27235,Entrance,Guard,4
27236,Archives,Guard,5
27239,Entrance,Supervisor,1
27256,Reading Room,Guard,5
27260,Archives,Guard,1
27261,Entrance,Supervisor,1
27263,Entrance,Supervisor,3
27265,Archives,Guard,3
27271,Archives,Supervisor,2
27272,Entrance,Supervisor,2
27274,Reading Room,Guard,1
27278,Archives,Guard,3
27281,Reading Room,Supervisor,4
27294,Reading Room,Supervisor,3
27298,Entrance,Supervisor,4
27301,Entrance,Supervisor,2
27302,Reading Room,Guard,3
27307,Reading Room,Supervisor,5
27308,Reading Room,Supervisor,5
27314,Archives,Guard,3
27315,Archives,Supervisor,1
27318,Reading Room,Guard,3
27320,Reading Room,Supervisor,4
27323,Archives,Supervisor,4
27330,Entrance,Supervisor,1
27331,Reading Room,Supervisor,3
27332,Reading Room,Guard,1
27333,Entrance,Supervisor,1
27338,Entrance,Guard,3
27340,Archives,Supervisor,4
27341,Reading Room,Supervisor,2
27344,Reading Room,Guard,4
27353,Archives,Supervisor,2
27356,Entrance,Guard,5
27362,Entrance,Supervisor,5
27364,Archives,Guard,2
27374,Reading Room,Supervisor,1
27381,Archives,Supervisor,4
27388,Reading Room,Guard,5
27395,Archives,Supervisor,2
27396,Archives,Supervisor,3
27402,Reading Room,Supervisor,3
27404,Archives,Supervisor,4
27413,Entrance,Supervisor,2
27426,Archives,Supervisor,2
27428,Archives,Guard,5
27430,Archives,Supervisor,5
27436,Entrance,Supervisor,3
27442,Reading Room,Supervisor,2
27446,Reading Room,Guard,1
27454,Reading Room,Guard,1
27462,Archives,Supervisor,1
27466,Reading Room,Supervisor,5
27470,Reading Room,Guard,3
27476,Reading Room,Supervisor,4
27477,Reading Room,Guard,3
27478,Entrance,Supervisor,3
27479,Archives,Guard,5
27484,Reading Room,Supervisor,1
27503,Entrance,Supervisor,2
27505,Reading Room,Supervisor,1
27508,Entrance,Guard,5
27511,Reading Room,Supervisor,3
27514,Reading Room,Supervisor,2
27522,Reading Room,Guard,5
27523,Entrance,Guard,3
27532,Archives,Supervisor,1
27537,Entrance,Guard,2
27538,Reading Room,Supervisor,2
27541,Archives,Supervisor,1
27543,Reading Room,Guard,3
27544,Archives,Supervisor,4
27548,Reading Room,Supervisor,2
27554,Entrance,Guard,2
27560,Archives,Guard,4
27565,Reading Room,Supervisor,1
27569,Archives,Guard,2
27573,Archives,Supervisor,3
27574,Archives,Guard,2
27578,Reading Room,Supervisor,4
27581,Entrance,Guard,5
27583,Archives,Guard,4
27589,Entrance,Guard,2
27591,Entrance,Supervisor,1
27594,Reading Room,Guard,3
27597,Entrance,Guard,1
27599,Entrance,Guard,1
27600,Entrance,Supervisor,5
27601,Entrance,Supervisor,2
27602,Entrance,Supervisor,1
27603,Reading Room,Guard,4
27616,Entrance,Supervisor,4
27621,Archives,Supervisor,5
27638,Entrance,Guard,1
27646,Entrance,Supervisor,4
27647,Archives,Guard,2
27654,Archives,Supervisor,3
27657,Archives,Guard,2
27665,Archives,Guard,1
27676,Entrance,Guard,1
27680,Archives,Supervisor,1
27694,Archives,Supervisor,2
27697,Reading Room,Supervisor,5
27703,Reading Room,Guard,3
27705,Entrance,Supervisor,3
27708,Reading Room,Guard,5
27709,Reading Room,Supervisor,5
27721,Archives,Supervisor,3
27728,Reading Room,Guard,1
27729,Entrance,Supervisor,3
27741,Archives,Supervisor,2
27748,Archives,Guard,5
27753,Entrance,Supervisor,2
27755,Entrance,Guard,5
27756,Entrance,Supervisor,4
27757,Entrance,Supervisor,1
27760,Entrance,Guard,5
27762,Archives,Supervisor,5
27782,Reading Room,Supervisor,3
27797,Reading Room,Supervisor,3
27805,Archives,Guard,1
27807,Entrance,Supervisor,3
27817,Reading Room,Supervisor,5
27820,Archives,Guard,1
27824,Archives,Supervisor,1
27845,Reading Room,Supervisor,5
27847,Reading Room,Supervisor,3
27854,Reading Room,Supervisor,4
27855,Reading Room,Supervisor,5
27860,Reading Room,Supervisor,1
27874,Entrance,Supervisor,1
27876,Entrance,Guard,4
27881,Archives,Supervisor,3
27882,Reading Room,Guard,5
27884,Archives,Supervisor,5
27899,Entrance,Guard,1
27913,Reading Room,Guard,1
27929,Reading Room,Supervisor,1
27932,Entrance,Supervisor,1
27933,Reading Room,Guard,3
27936,Archives,Guard,5
27945,Entrance,Supervisor,1
27953,Reading Room,Guard,2
27956,Archives,Supervisor,3
27957,Entrance,Supervisor,3
27961,Reading Room,Supervisor,2
27967,Archives,Guard,5
27971,Reading Room,Supervisor,3
27972,Reading Room,Guard,3
27975,Reading Room,Supervisor,5
27976,Reading Room,Supervisor,4
27985,Entrance,Supervisor,2
27988,Entrance,Supervisor,5
27991,Entrance,Supervisor,2
27997,Archives,Guard,3
28000,Entrance,Supervisor,3
28001,Archives,Supervisor,2
28003,Entrance,Supervisor,5
28007,Entrance,Guard,1
28008,Entrance,Supervisor,1
28013,Reading Room,Supervisor,5
28015,Reading Room,Supervisor,5
28020,Entrance,Supervisor,4
28023,Archives,Supervisor,1
28031,Archives,Supervisor,2
28045,Reading Room,Guard,1
28054,Entrance,Guard,3
28061,Reading Room,Supervisor,4
28067,Archives,Supervisor,1
28072,Entrance,Guard,5
28075,Entrance,Supervisor,4
28077,Reading Room,Supervisor,5
28079,Reading Room,Guard,1
28098,Entrance,Supervisor,2
28099,Entrance,Supervisor,3
28105,Reading Room,Guard,3
28108,Entrance,Supervisor,5
28110,Reading Room,Guard,2
28111,Reading Room,Supervisor,1
28124,Reading Room,Guard,3
28126,Entrance,Supervisor,2
28131,Entrance,Guard,4
28136,Archives,Supervisor,3
28140,Entrance,Guard,3
28141,Reading Room,Supervisor,4
28142,Archives,Supervisor,3
28145,Reading Room,Guard,4
28161,Reading Room,Guard,2
28165,Archives,Guard,4
28166,Archives,Supervisor,2
28171,Archives,Supervisor,1
28187,Archives,Guard,4
28207,Archives,Guard,1
28208,Reading Room,Supervisor,1
28209,Reading Room,Guard,5
28212,Entrance,Supervisor,2
28216,Archives,Supervisor,2
28219,Reading Room,Supervisor,5
28226,Archives,Guard,2
28233,Archives,Guard,1
28236,Archives,Guard,1
28237,Archives,Supervisor,5
28240,Reading Room,Guard,1
28248,Reading Room,Guard,4
28255,Reading Room,Supervisor,5
28256,Archives,Guard,5
28264,Reading Room,Supervisor,2
28265,Reading Room,Supervisor,5
28267,Archives,Supervisor,4
28279,Entrance,Guard,5
28282,Archives,Guard,5
28292,Entrance,Guard,1
28293,Reading Room,Supervisor,5
28295,Entrance,Guard,4
28304,Archives,Guard,3
28307,Entrance,Guard,5
28310,Archives,Supervisor,4
28318,Archives,Guard,1
28320,Archives,Guard,5
28322,Entrance,Supervisor,4
28325,Archives,Guard,3
28329,Entrance,Supervisor,1
28330,Entrance,Supervisor,4
28335,Archives,Guard,4
28343,Entrance,Supervisor,1
28344,Entrance,Guard,2
28352,Archives,Guard,4
28353,Reading Room,Supervisor,3
28356,Entrance,Supervisor,5
28361,Archives,Guard,3
28366,Entrance,Guard,5
28377,Entrance,Supervisor,4
28378,Entrance,Supervisor,4
28382,Reading Room,Supervisor,3
28384,Archives,Guard,5
28394,Entrance,Supervisor,3
28395,Reading Room,Supervisor,1
28396,Archives,Guard,1
28401,Entrance,Guard,1
28406,Reading Room,Guard,1
28412,Archives,Supervisor,5
28415,Archives,Supervisor,4
28425,Reading Room,Supervisor,4
28440,Archives,Supervisor,1
28441,Archives,Supervisor,2
28444,Reading Room,Guard,2
28445,Reading Room,Guard,4
28451,Entrance,Supervisor,4
28454,Entrance,Supervisor,1
28466,Reading Room,Guard,3
28478,Archives,Guard,4
28481,Reading Room,Supervisor,1
28482,Archives,Supervisor,3
28487,Entrance,Guard,3
28488,Entrance,Guard,4
28499,Reading Room,Guard,1
28501,Archives,Supervisor,2
28503,Entrance,Supervisor,4
28508,Reading Room,Supervisor,2
28530,Entrance,Guard,2
28532,Reading Room,Supervisor,5
28535,Archives,Guard,2
28536,Archives,Supervisor,5
28538,Archives,Guard,5
28545,Archives,Supervisor,1
28549,Entrance,Supervisor,1
28550,Reading Room,Supervisor,1
28552,Entrance,Guard,1
28559,Reading Room,Supervisor,5
28564,Archives,Supervisor,2
28571,Entrance,Supervisor,2
28576,Archives,Guard,4
28582,Archives,Guard,4
28585,Entrance,Supervisor,4
28587,Entrance,Guard,3
28589,Reading Room,Supervisor,2
28612,Entrance,Supervisor,3
28620,Reading Room,Supervisor,3
28628,Reading Room,Supervisor,2
28631,Archives,Supervisor,4
28635,Entrance,Supervisor,4
28638,Entrance,Supervisor,5
28639,Reading Room,Guard,4
28652,Reading Room,Guard,3
28654,Archives,Supervisor,4
28659,Archives,Supervisor,5
28665,Reading Room,Supervisor,2
28672,Reading Room,Supervisor,3
28679,Archives,Supervisor,4
28683,Archives,Supervisor,1
28684,Archives,Supervisor,5
28694,Reading Room,Guard,5
28695,Reading Room,Guard,5
28703,Entrance,Supervisor,3
28704,Entrance,Supervisor,1
28710,Reading Room,Supervisor,2
28713,Entrance,Guard,1
28714,Archives,Guard,1
28717,Archives,Supervisor,2
28718,Reading Room,Guard,1
28719,Reading Room,Guard,1
28727,Archives,Guard,5
28732,Reading Room,Supervisor,5
28733,Archives,Supervisor,5
28749,Reading Room,Guard,1
28750,Entrance,Supervisor,4
28753,Entrance,Supervisor,1
28755,Archives,Supervisor,3
28756,Archives,Supervisor,4
28769,Reading Room,Supervisor,2
28770,Archives,Supervisor,4
28776,Archives,Guard,2
28790,Archives,Supervisor,4
28793,Archives,Guard,1
28801,Archives,Guard,2
28807,Archives,Guard,1
28808,Reading Room,Guard,3
28824,Entrance,Guard,4
28827,Entrance,Guard,4
28829,Archives,Guard,5
28830,Entrance,Supervisor,2
28844,Entrance,Guard,2
28847,Archives,Supervisor,4
28849,Reading Room,Guard,2
28850,Archives,Guard,3
28854,Archives,Guard,2
28860,Entrance,Guard,2
28865,Archives,Guard,2
28872,Reading Room,Supervisor,1
28877,Entrance,Guard,4
28879,Archives,Guard,1
28880,Entrance,Guard,1
28881,Archives,Guard,2
28886,Entrance,Supervisor,3
28898,Archives,Guard,3
28906,Archives,Supervisor,5
28907,Archives,Supervisor,3
28921,Archives,Supervisor,5
28926,Entrance,Guard,1
28929,Entrance,Guard,1
28931,Entrance,Guard,5
28943,Archives,Supervisor,2
28947,Archives,Supervisor,3
28950,Reading Room,Guard,1
28951,Archives,Supervisor,4
28957,Entrance,Supervisor,2
28961,Archives,Supervisor,2
28964,Entrance,Supervisor,1
28966,Archives,Supervisor,2
28971,Archives,Supervisor,1
28983,Archives,Guard,1
28984,Reading Room,Guard,4
28987,Entrance,Supervisor,2
28994,Entrance,Guard,4
29004,Reading Room,Supervisor,5
29012,Archives,Guard,2
29015,Archives,Guard,5
29017,Archives,Guard,2
29018,Entrance,Supervisor,2
29020,Reading Room,Guard,5
29022,Entrance,Guard,2
29033,Archives,Supervisor,2
29034,Entrance,Supervisor,5
29035,Entrance,Supervisor,5
29037,Archives,Guard,1
29046,Entrance,Supervisor,5
29065,Entrance,Supervisor,2
29071,Archives,Supervisor,3
29077,Reading Room,Guard,2
29078,Archives,Supervisor,3
29085,Reading Room,Supervisor,2
29086,Entrance,Supervisor,1
29087,Entrance,Supervisor,1
29092,Archives,Supervisor,2
29095,Entrance,Guard,1
29098,Entrance,Guard,3
29100,Reading Room,Supervisor,5
29101,Reading Room,Guard,3
29104,Archives,Supervisor,5
29109,Entrance,Supervisor,2
29113,Entrance,Supervisor,4
29115,Archives,Guard,2
29128,Reading Room,Guard,5
29130,Entrance,Guard,1
29131,Reading Room,Guard,4
29141,Reading Room,Guard,5
29142,Entrance,Supervisor,3
29157,Archives,Supervisor,5
29158,Entrance,Guard,5
29171,Entrance,Guard,4
29175,Reading Room,Supervisor,5
29179,Entrance,Supervisor,5
29182,Archives,Guard,4
29188,Archives,Guard,3
29190,Archives,Guard,4
29197,Reading Room,Supervisor,2
29203,Archives,Guard,5
29206,Archives,Supervisor,5
29207,Entrance,Guard,1
29215,Entrance,Supervisor,1
29216,Reading Room,Supervisor,1
29217,Entrance,Supervisor,2
29223,Archives,Supervisor,2
29230,Reading Room,Guard,1
29234,Archives,Supervisor,3
29241,Reading Room,Guard,3
29250,Archives,Supervisor,3
29254,Archives,Guard,3
29256,Reading Room,Guard,5
29257,Entrance,Supervisor,1
29270,Entrance,Supervisor,5
29277,Entrance,Supervisor,5
29278,Archives,Guard,5
29287,Entrance,Supervisor,2
29288,Archives,Supervisor,4
29291,Reading Room,Guard,1
29296,Entrance,Supervisor,4
29305,Archives,Guard,2
29310,Reading Room,Guard,5
29311,Entrance,Supervisor,3
29312,Archives,Guard,4
29316,Archives,Supervisor,1
29319,Entrance,Guard,5
29320,Archives,Guard,2
29323,Reading Room,Guard,2
29326,Archives,Supervisor,2
29333,Reading Room,Supervisor,2
29338,Entrance,Guard,2
29340,Archives,Supervisor,1
29346,Archives,Supervisor,5
29368,Reading Room,Guard,5
29370,Entrance,Guard,2
29379,Entrance,Supervisor,3
29404,Archives,Supervisor,4
29405,Entrance,Supervisor,1
29410,Entrance,Guard,4
29413,Archives,Supervisor,4
29416,Archives,Guard,3
29417,Entrance,Guard,2
29420,Archives,Supervisor,2
29427,Entrance,Guard,3
29430,Reading Room,Guard,3
29440,Entrance,Supervisor,4
29441,Reading Room,Supervisor,2
29443,Reading Room,Guard,2
29451,Archives,Guard,1
29467,Reading Room,Supervisor,2
29472,Archives,Supervisor,3
29474,Entrance,Supervisor,4
29479,Reading Room,Supervisor,3
29488,Archives,Supervisor,3
29492,Archives,Supervisor,2
29499,Reading Room,Guard,1
29501,Reading Room,Guard,3
29510,Archives,Supervisor,2
29513,Archives,Supervisor,1
29517,Reading Room,Supervisor,1
29521,Archives,Supervisor,3
29524,Archives,Guard,5
29531,Archives,Guard,3
29536,Reading Room,Guard,2
29539,Archives,Guard,3
29540,Reading Room,Supervisor,2
29541,Reading Room,Guard,3
29548,Entrance,Guard,1
29553,Archives,Guard,4
29555,Reading Room,Guard,5
29560,Entrance,Guard,2
