Upkeep_ID,Book_ID,Conservator_ID,Tools_Used,Reason_for_Upkeep,Date
74219288,4580697876,200016,Binding Tape,Mold growth,2023-04-04
49315608,4837472918,200030,Clamps,Cover damage,2024-03-18
76054298,7067123922,200030,Tweezers,Insect damage,2023-06-25
51674907,4092720130,200002,Scalpel,Dust accumulation,2023-12-20
47218460,7970605816,200012,Clamps,Water damage,2023-05-28
29523745,3260065569,200016,Brush,Torn pages,2023-10-21
87850790,5594118068,200025,Tweezers,Faded text,2023-12-13
41320231,5174599739,200029,Brush,Mold growth,2024-07-26
33455918,5939239976,200007,Scalpel,Loose binding,2024-09-11
60456752,8294345849,200028,Scalpel,Aging and brittleness,2024-07-27
45907763,6249154663,200029,Glue,Dust accumulation,2023-04-30
79068981,2783959062,200002,Scalpel,Insect damage,2024-02-25
16678710,3147372644,200025,Brush,Dust accumulation,2024-12-04
89685818,8115347215,200002,Scissors,Water damage,2024-01-03
12877627,6857178531,200030,Scalpel,Cover damage,2024-12-04
75398978,2506262127,200016,Scalpel,Insect damage,2023-03-29
17465155,5704319344,200016,Scissors,Cover damage,2024-03-11
78675793,6631305557,200014,Clamps,Aging and brittleness,2023-07-13
84574056,9379298902,200014,Scalpel,Insect damage,2024-04-13
24018794,8014001580,200029,Scalpel,Water damage,2023-04-26
46432109,8856887223,200028,Tweezers,Torn pages,2023-09-18
24018799,5904600040,200007,Binding Tape,Aging and brittleness,2023-05-14
17989490,1258656374,200014,Binding Tape,Dust accumulation,2023-05-17
88375158,1113923436,200030,Tweezers,Mold growth,2023-11-18
49839990,6609540063,200028,Tweezers,Faded text,2024-10-14
10911607,2307613983,200028,Binding Tape,Faded text,2024-05-16
82739066,6940726026,200012,Binding Tape,Dust accumulation,2023-12-29
93224830,6682995996,200012,Scissors,Staining,2024-02-08
76185480,1015865499,200002,Scalpel,Torn pages,2023-09-08
83132298,7482591396,200014,Brush,Water damage,2025-01-06
69369743,9473241021,200007,Scalpel,Dust accumulation,2024-08-22
94142351,9255356447,200014,Tweezers,Aging and brittleness,2024-10-03
12615575,2501881368,200030,Tweezers,Torn pages,2024-09-03
55082910,4661633213,200028,Tweezers,Aging and brittleness,2024-07-25
87457697,1618532125,200025,Clamps,Aging and brittleness,2024-01-26
74743715,1574137802,200002,Brush,Dust accumulation,2023-07-29
28082085,5099239083,200002,Brush,Torn pages,2023-05-13
40009638,8671744508,200014,Tweezers,Water damage,2023-10-23
95322026,9823567268,200016,Tweezers,Mold growth,2023-01-31
17989547,9908368848,200007,Glue,Faded text,2024-08-27
91127733,4654539420,200028,Binding Tape,Staining,2024-04-13
75792311,2498407064,200016,Tweezers,Aging and brittleness,2025-01-15
21659576,9416437121,200016,Scissors,Water damage,2023-09-19
97419197,5165285357,200028,Tweezers,Water damage,2023-08-18
25198526,3635868600,200014,Scalpel,Mold growth,2024-09-03
84836290,5490436155,200029,Clamps,Water damage,2023-05-20
55345091,5844883874,200028,Binding Tape,Aging and brittleness,2023-11-09
30310342,1741874482,200016,Scissors,Insect damage,2024-08-01
84312017,7281674814,200030,Scalpel,Dust accumulation,2025-01-12
47349714,4704326818,200016,Glue,Cover damage,2023-12-30
95977426,7753087875,200012,Scissors,Aging and brittleness,2024-03-05
56655826,1309143769,200025,Binding Tape,Cover damage,2024-05-10
93224915,3418513869,200016,Tweezers,Insect damage,2024-08-14
93093846,6015677099,200016,Scalpel,Aging and brittleness,2023-08-27
94273495,3468917142,200007,Brush,Cover damage,2024-10-04
41189336,5740873668,200030,Clamps,Aging and brittleness,2023-07-09
52854745,7839786221,200012,Glue,Faded text,2023-05-06
25067482,1964387199,200012,Clamps,Loose binding,2023-07-23
46170070,3887593853,200029,Glue,Dust accumulation,2024-05-01
67141596,8683901649,200030,Tweezers,Staining,2024-05-28
86278108,2595025700,200016,Brush,Aging and brittleness,2024-02-28
70811612,6772917724,200016,Brush,Torn pages,2023-11-10
96632806,9631668983,200002,Scalpel,Insect damage,2023-03-03
50495463,5885610238,200028,Glue,Insect damage,2023-02-11
55476201,1022621756,200016,Glue,Faded text,2024-09-06
27033588,7707567354,200030,Binding Tape,Cover damage,2023-02-13
70156278,2264048828,200002,Tweezers,Cover damage,2023-10-31
19955708,6520562378,200007,Clamps,Torn pages,2024-05-12
65044477,5700294480,200030,Binding Tape,Loose binding,2024-05-03
50757635,8277864112,200028,Binding Tape,Mold growth,2023-09-14
10780682,7561318662,200007,Scalpel,Faded text,2023-12-06
87588877,8023239253,200016,Scalpel,Staining,2024-09-29
11436045,8272990528,200025,Binding Tape,Water damage,2024-03-14
28475407,5107434634,200016,Clamps,Mold growth,2023-12-16
67010577,4607639563,200029,Tweezers,Mold growth,2023-02-10
75792401,9551378554,200014,Clamps,Torn pages,2024-04-02
98730012,4539562534,200025,Scalpel,Insect damage,2024-05-08
94273568,2447739048,200007,Glue,Aging and brittleness,2023-08-16
63340579,7113511783,200007,Clamps,Water damage,2023-04-22
51544101,3317979724,200029,Glue,Cover damage,2025-01-16
13402158,4366012020,200030,Glue,Staining,2024-12-17
94273588,1927535768,200007,Scissors,Mold growth,2023-04-29
94404669,6038635935,200028,Scissors,Cover damage,2023-03-11
27426882,2827812974,200028,Scissors,Loose binding,2023-10-19
98074692,5995618959,200030,Tweezers,Torn pages,2024-02-27
14975045,7717556246,200016,Binding Tape,Mold growth,2023-03-30
84312142,8324086804,200012,Binding Tape,Faded text,2023-02-24
28606543,7950082437,200025,Brush,Dust accumulation,2024-11-22
64389199,7983137706,200012,Binding Tape,Cover damage,2023-04-05
98336847,8341297646,200016,Clamps,Water damage,2023-08-15
77365329,4424689905,200028,Scalpel,Torn pages,2024-12-27
93225048,6346423228,200028,Brush,Dust accumulation,2024-12-10
17727580,2503814007,200002,Glue,Loose binding,2024-12-05
99778653,6957290888,200014,Tweezers,Torn pages,2023-11-21
79986785,7144200213,200002,Binding Tape,Aging and brittleness,2024-07-09
84443239,1196061128,200029,Scalpel,Mold growth,2024-04-13
26116200,6654435425,200007,Brush,Loose binding,2024-12-04
20217963,8736971699,200025,Tweezers,Water damage,2024-06-19
88506482,5872926774,200029,Glue,Torn pages,2023-08-19
51413107,9703473483,200029,Brush,Loose binding,2023-02-16
89161851,5412633849,200030,Clamps,Mold growth,2023-09-17
66093187,7575290014,200012,Scissors,Mold growth,2024-05-11
50757766,4038216408,200028,Tweezers,Loose binding,2023-02-22
12484744,6620193021,200014,Binding Tape,Loose binding,2024-02-10
92176525,9256494630,200025,Clamps,Aging and brittleness,2024-07-31
14844050,6453750781,200028,Scissors,Water damage,2024-11-02
51282069,7748441271,200007,Tweezers,Torn pages,2024-05-16
80248986,9844686741,200002,Brush,Dust accumulation,2024-01-25
19955870,9641325408,200025,Brush,Dust accumulation,2023-02-20
33194143,7636917740,200029,Scissors,Staining,2024-09-19
43417761,7619027399,200028,Scalpel,Faded text,2024-03-12
59146412,1208656719,200014,Clamps,Insect damage,2024-03-06
71073965,9209921964,200002,Glue,Faded text,2024-10-04
57573552,1767284355,200029,Glue,Torn pages,2024-07-27
67928242,5406721367,200007,Brush,Dust accumulation,2024-11-25
86016180,3576337555,200016,Tweezers,Torn pages,2024-07-10
62554294,1826808820,200028,Glue,Aging and brittleness,2024-06-29
84443318,6314923600,200028,Scissors,Mold growth,2024-09-23
16941238,2590279480,200012,Clamps,Dust accumulation,2023-12-16
88768706,6554348041,200025,Glue,Dust accumulation,2024-11-15
98336963,9013966847,200012,Brush,Dust accumulation,2023-05-24
20742340,7024634757,200016,Tweezers,Aging and brittleness,2023-05-09
79593670,8676701067,200014,Scalpel,Staining,2024-03-23
42762439,1849703615,200030,Scissors,Dust accumulation,2024-05-22
17465543,1711252386,200007,Brush,Torn pages,2024-02-07
61898976,2665298097,200028,Scalpel,Dust accumulation,2023-04-12
78676193,3978018683,200016,Binding Tape,Torn pages,2023-10-27
29393126,3893769840,200007,Tweezers,Aging and brittleness,2024-05-16
12615913,7014228197,200028,Binding Tape,Cover damage,2024-09-19
38174955,5641948435,200028,Scissors,Faded text,2023-03-16
62816492,3915088087,200028,Tweezers,Cover damage,2024-05-04
75530485,7475004889,200007,Brush,Insect damage,2024-10-22
79200505,3640877087,200029,Clamps,Insect damage,2024-08-14
57573629,2644713394,200030,Brush,Cover damage,2024-10-26
46432512,4008684651,200029,Scalpel,Dust accumulation,2024-04-28
71074049,4142872352,200012,Glue,Mold growth,2024-05-24
40796423,9483508357,200007,Binding Tape,Aging and brittleness,2023-12-13
97157384,1337888034,200007,Binding Tape,Loose binding,2024-12-12
85098762,6542266624,200030,Scalpel,Dust accumulation,2023-04-20
53248267,4859112032,200016,Glue,Cover damage,2025-01-17
61636877,5604759386,200025,Tweezers,Mold growth,2023-05-04
37126413,7204064496,200016,Tweezers,Mold growth,2023-09-05
90341649,4812901634,200025,Scissors,Aging and brittleness,2024-06-18
66093333,6356237906,200029,Brush,Cover damage,2024-11-09
79069467,1327539228,200016,Scalpel,Staining,2024-05-10
28082465,5068699242,200029,Glue,Water damage,2024-11-02
54952225,5879500541,200029,Tweezers,Mold growth,2024-12-13
42631469,5395619075,200012,Tweezers,Mold growth,2024-10-21
79200557,5693189070,200014,Brush,Insect damage,2023-12-24
13140273,5811189298,200012,Tweezers,Aging and brittleness,2024-07-20
99254582,2246241046,200028,Binding Tape,Loose binding,2024-02-11
30703933,8909815053,200016,Binding Tape,Mold growth,2023-07-25
39747901,8719129771,200029,Brush,Faded text,2023-09-26
71336258,7163263232,200030,Glue,Loose binding,2024-04-25
41976131,6637656564,200014,Binding Tape,Torn pages,2024-12-01
37781830,8156481839,200030,Glue,Cover damage,2024-03-06
63865164,7522001468,200029,Clamps,Water damage,2023-10-04
66748752,6111753545,200007,Scissors,Staining,2023-03-23
24543573,9055841606,200016,Binding Tape,Faded text,2024-02-24
78414170,1975363763,200002,Tweezers,Torn pages,2024-07-16
13664607,2826340918,200007,Brush,Cover damage,2023-08-02
83001698,3601626031,200002,Glue,Cover damage,2023-10-06
92832101,9544873576,200028,Scissors,Aging and brittleness,2023-10-28
75399531,7401787957,200007,Clamps,Water damage,2024-04-07
31883628,8044566868,200002,Scissors,Insect damage,2024-11-22
58360180,4559496322,200007,Clamps,Mold growth,2023-12-22
35422584,9850846550,200016,Binding Tape,Aging and brittleness,2023-12-14
72122747,6459579143,200007,Scalpel,Water damage,2024-04-16
16679299,6589147633,200007,Binding Tape,Water damage,2023-08-23
91259268,4944637012,200028,Brush,Loose binding,2024-12-11
13926792,9210683253,200028,Binding Tape,Faded text,2023-12-06
46039436,4160784613,200016,Clamps,Faded text,2024-03-17
41058704,7901169947,200014,Scissors,Staining,2024-03-06
62816658,1707435996,200012,Scalpel,Water damage,2024-03-11
37257621,1197997682,200014,Scalpel,Loose binding,2023-10-28
60326294,1307757551,200007,Binding Tape,Faded text,2023-09-08
83788185,7228938099,200002,Brush,Cover damage,2024-03-24
82215321,5737175799,200012,Brush,Water damage,2024-02-27
35553700,2779741541,200030,Scissors,Staining,2023-07-09
89293221,2218959999,200012,Scissors,Insect damage,2023-07-28
60457396,9968499931,200028,Binding Tape,Water damage,2024-02-17
14582198,3546192817,200029,Binding Tape,Loose binding,2023-04-20
37126588,8096038610,200030,Binding Tape,Cover damage,2024-11-26
52855230,7168671302,200012,Binding Tape,Dust accumulation,2023-07-20
35815874,2744553941,200002,Scalpel,Cover damage,2023-09-14
38044099,8512421778,200028,Binding Tape,Dust accumulation,2023-01-20
90603972,4561975713,200014,Scalpel,Loose binding,2024-05-07
96895430,9857389453,200012,Binding Tape,Dust accumulation,2023-11-13
26640846,7188657889,200030,Scissors,Staining,2024-08-17
27689426,8217635858,200030,Brush,Torn pages,2024-10-01
75923923,3235613350,200030,Tweezers,Loose binding,2023-01-21
38568406,5443165052,200030,Tweezers,Dust accumulation,2024-10-28
21004761,4693322263,200014,Binding Tape,Faded text,2023-11-13
30573021,1535883743,200025,Scalpel,Mold growth,2025-01-12
29262308,1279546733,200016,Binding Tape,Cover damage,2024-05-04
84967909,1023110976,200014,Scissors,Aging and brittleness,2024-05-25
30835174,9305369290,200012,Tweezers,Torn pages,2023-03-05
64782824,3864860451,200016,Binding Tape,Dust accumulation,2023-06-25
57442798,7793826926,200028,Scalpel,Aging and brittleness,2024-03-10
26771954,2111236432,200002,Scissors,Faded text,2024-06-17
57704949,2282110852,200012,Clamps,Faded text,2024-02-20
34898421,1229637938,200016,Clamps,Faded text,2024-05-30
42893823,3873679744,200016,Glue,Faded text,2023-08-21
65700355,6671695108,200030,Tweezers,Dust accumulation,2023-07-11
59539973,6267841006,200029,Scissors,Torn pages,2023-03-21
30966282,9417515760,200028,Scissors,Water damage,2024-01-23
38961675,5815445382,200016,Tweezers,Cover damage,2023-10-18
79987212,9207453330,200028,Scissors,Water damage,2023-04-05
72122895,5036313287,200028,Scissors,Torn pages,2023-05-23
16286230,8064550138,200025,Tweezers,Insect damage,2023-11-20
55607834,2214671382,200025,Scalpel,Aging and brittleness,2024-07-01
42369568,5363098021,200029,Clamps,Mold growth,2023-06-25
61112868,5988270249,200007,Scissors,Cover damage,2024-10-28
76448294,2203643462,200029,Scalpel,Cover damage,2023-12-08
13795886,4862258864,200025,Scalpel,Cover damage,2025-01-19
36733489,1152583420,200016,Scalpel,Water damage,2024-08-15
20218421,1388491838,200029,Scissors,Cover damage,2024-10-03
40796733,2249268564,200030,Binding Tape,Staining,2024-04-09
35291715,4440531235,200016,Tweezers,Faded text,2024-01-29
39092803,7274694652,200002,Glue,Loose binding,2024-11-29
89948739,3011227078,200012,Scissors,Staining,2024-02-12
74351177,7360604609,200029,Brush,Torn pages,2023-10-01
21660237,5204655506,200030,Brush,Aging and brittleness,2023-11-27
70812240,2669465969,200012,Glue,Dust accumulation,2024-11-09
33194581,6383262727,200029,Binding Tape,Loose binding,2023-06-02
98861656,2483842439,200014,Tweezers,Staining,2023-04-14
42500702,1421724504,200030,Scissors,Torn pages,2024-01-04
47612511,3304289169,200029,Brush,Mold growth,2023-08-27
17072734,1218418209,200014,Scalpel,Water damage,2023-08-02
16548452,5886536693,200025,Binding Tape,Faded text,2024-02-04
48267876,3039221431,200002,Glue,Staining,2024-05-24
88769136,6755128750,200014,Tweezers,Cover damage,2024-12-07
69763698,5243015281,200012,Glue,Aging and brittleness,2023-12-05
31621748,7450477537,200007,Binding Tape,Faded text,2023-09-10
99123834,4222932030,200028,Brush,Torn pages,2023-10-13
36602491,5856159536,200029,Glue,Insect damage,2023-01-23
41583241,8852436413,200007,Scissors,Torn pages,2024-07-05
51282571,6553845856,200007,Binding Tape,Torn pages,2024-10-10
87196306,4203131110,200014,Scissors,Mold growth,2023-05-04
77628053,4946207752,200014,Scissors,Water damage,2023-08-01
51937942,9983747689,200007,Clamps,Mold growth,2024-06-29
46170777,7923675363,200029,Scissors,Mold growth,2023-03-20
19038885,1410728626,200002,Glue,Faded text,2024-07-05
47481510,4205138936,200012,Glue,Loose binding,2023-03-08
64127656,7124543082,200025,Scissors,Cover damage,2023-12-04
60850862,5870326159,200016,Binding Tape,Staining,2023-05-04
76972720,4466880071,200016,Clamps,Insect damage,2023-12-15
58491571,4054621088,200029,Clamps,Mold growth,2024-05-17
60719799,2269977311,200014,Brush,Dust accumulation,2025-01-01
41976509,1532944168,200007,Scalpel,Mold growth,2023-07-19
88244928,5990638245,200030,Binding Tape,Staining,2023-02-25
94405314,2027534164,200002,Glue,Faded text,2023-10-20
29393602,9963196472,200016,Tweezers,Dust accumulation,2024-11-02
87982789,4437927474,200014,Clamps,Dust accumulation,2023-10-10
16941772,4257698162,200028,Binding Tape,Aging and brittleness,2024-06-15
29524685,1993122564,200029,Glue,Dust accumulation,2024-02-07
35816143,3867353275,200028,Brush,Dust accumulation,2023-09-28
88507088,2307033498,200025,Scalpel,Dust accumulation,2024-07-23
94929617,4428054098,200028,Scissors,Staining,2023-07-05
36471510,1191063884,200025,Scissors,Torn pages,2023-04-24
90211032,4456025436,200012,Glue,Staining,2024-08-16
83133145,5084616892,200014,Tweezers,Dust accumulation,2023-03-12
90997466,4711116149,200030,Brush,Dust accumulation,2023-08-27
24937180,3622943215,200016,Binding Tape,Torn pages,2023-10-19
54690527,1379911619,200014,Scissors,Dust accumulation,2024-11-02
88113897,5688898692,200002,Tweezers,Cover damage,2023-06-24
52200171,6237080926,200014,Scalpel,Aging and brittleness,2023-04-12
76841709,8942200790,200016,Scalpel,Insect damage,2023-10-20
57574126,2960962940,200025,Scissors,Insect damage,2024-06-16
86934255,7468043184,200014,Scissors,Loose binding,2023-12-11
80380657,2382371092,200007,Scissors,Cover damage,2024-12-26
91521781,8209806376,200030,Clamps,Cover damage,2023-09-15
42369782,9568777111,200002,Glue,Water damage,2023-08-16
53248759,6597465167,200025,Clamps,Staining,2023-09-23
92832503,7042352850,200030,Binding Tape,Water damage,2024-01-20
65307386,2819755932,200012,Brush,Dust accumulation,2024-11-13
67273466,4860474892,200025,Scalpel,Mold growth,2023-03-01
34374396,1028464193,200012,Brush,Water damage,2023-03-25
13271807,6165020815,200007,Tweezers,Faded text,2024-11-28
79594244,2909241235,200025,Scalpel,Staining,2023-05-14
30311174,8721105738,200028,Clamps,Mold growth,2024-04-13
68715272,9413766312,200002,Clamps,Loose binding,2024-04-21
38306570,1532464356,200028,Scissors,Staining,2024-09-22
42631949,7369987116,200012,Binding Tape,Staining,2023-08-18
32277262,2271746697,200030,Binding Tape,Aging and brittleness,2024-01-24
71861008,7966327379,200002,Scalpel,Mold growth,2023-05-02
49709845,1064962334,200029,Brush,Insect damage,2023-06-18
45777689,9626622764,200014,Clamps,Torn pages,2023-12-22
14320412,4926326166,200014,Tweezers,Mold growth,2024-03-12
28082979,8819050894,200002,Glue,Water damage,2024-05-17
27820840,1806069512,200025,Tweezers,Aging and brittleness,2023-03-20
69763886,2838651523,200012,Binding Tape,Faded text,2023-10-03
63210287,8774308237,200002,Brush,Water damage,2023-08-26
86016817,7601092387,200028,Scalpel,Dust accumulation,2023-04-06
71598899,2899475449,200030,Brush,Insect damage,2024-02-16
93094712,9152890798,200025,Scissors,Loose binding,2024-08-19
44204857,2013565746,200029,Scissors,Staining,2023-09-20
76579645,6504508691,200007,Scissors,Mold growth,2023-09-05
15369026,5755220175,200030,Clamps,Dust accumulation,2024-03-30
46957378,6369615217,200029,Tweezers,Cover damage,2024-02-17
39879492,3682744832,200007,Scalpel,Cover damage,2024-03-03
11830095,5524079656,200028,Scalpel,Faded text,2024-08-27
21660500,2751447064,200014,Scissors,Cover damage,2023-01-28
81298262,3403400915,200028,Scalpel,Faded text,2023-10-13
13140824,3317805727,200016,Binding Tape,Aging and brittleness,2023-06-29
16417627,7737806860,200012,Brush,Dust accumulation,2023-05-09
62817118,9036679571,200016,Tweezers,Water damage,2023-10-23
76317543,6042806734,200002,Binding Tape,Cover damage,2024-05-06
87458665,4085644829,200002,Glue,Insect damage,2024-11-04
77628267,3383572614,200030,Scalpel,Dust accumulation,2023-07-30
76448621,9439323461,200002,Brush,Staining,2025-01-11
82215800,6914061881,200028,Glue,Torn pages,2024-05-09
66487161,1158912792,200025,Clamps,Aging and brittleness,2023-11-03
23102329,2555111691,200025,Binding Tape,Torn pages,2024-06-17
57049983,8963450998,200030,Scissors,Aging and brittleness,2023-02-13
66487175,1149325651,200029,Scalpel,Loose binding,2023-02-27
34505608,8530533001,200030,Scalpel,Torn pages,2024-09-11
26510220,5478556389,200028,Scissors,Water damage,2023-04-10
36340621,5344842618,200016,Scissors,Loose binding,2023-07-18
58098573,1289214344,200016,Scalpel,Water damage,2024-09-08
40666000,2649459234,200014,Binding Tape,Torn pages,2023-11-18
70288281,5508038978,200014,Binding Tape,Loose binding,2024-10-14
75137948,2114072918,200025,Brush,Cover damage,2024-08-09
57443229,5481204607,200029,Scalpel,Water damage,2024-10-14
82740135,5658748687,200014,Scissors,Dust accumulation,2024-05-27
47743912,1863692205,200028,Binding Tape,Aging and brittleness,2024-07-03
96371627,1337852264,200028,Scalpel,Dust accumulation,2023-04-27
37913522,1874259487,200002,Tweezers,Cover damage,2024-10-14
27034553,5719525757,200030,Scissors,Water damage,2023-06-27
75137977,5631937535,200025,Binding Tape,Water damage,2024-01-27
96764859,3964054113,200007,Clamps,Torn pages,2024-01-29
87065532,7071754350,200014,Binding Tape,Water damage,2024-11-25
85361599,5385208473,200029,Scissors,Aging and brittleness,2024-06-08
78939071,6404969385,200012,Scissors,Mold growth,2023-07-29
99124161,3374480553,200012,Glue,Aging and brittleness,2024-08-21
57574341,1082437026,200007,Scissors,Cover damage,2024-11-28
53904330,8345855238,200002,Brush,Faded text,2023-12-22
26641355,1935671138,200012,Scalpel,Mold growth,2024-11-18
37127120,2542872412,200016,Scalpel,Faded text,2024-10-07
12747728,9286180740,200012,Clamps,Loose binding,2023-11-19
48792536,2598697703,200030,Tweezers,Loose binding,2024-09-09
89818075,5550065851,200028,Scalpel,Torn pages,2024-10-12
98468828,8618755075,200002,Clamps,Water damage,2024-05-31
98862048,4513512080,200012,Scalpel,Aging and brittleness,2024-04-11
12878816,8657758567,200014,Tweezers,Aging and brittleness,2023-06-06
94274530,1423422795,200007,Scissors,Dust accumulation,2024-07-18
49054694,6804974644,200007,Glue,Insect damage,2023-07-21
33719274,2420937979,200002,Tweezers,Staining,2024-09-04
68191211,8122683790,200030,Scissors,Staining,2024-09-20
93619180,6706831092,200025,Binding Tape,Torn pages,2023-02-06
23495661,3977700266,200014,Brush,Dust accumulation,2024-09-21
29524981,1574406458,200030,Brush,Torn pages,2024-03-22
13534199,6264459759,200012,Scissors,Torn pages,2024-12-04
19825658,1552021386,200016,Glue,Water damage,2023-12-17
24282109,3034064679,200030,Brush,Loose binding,2023-05-07
71599103,4611353224,200029,Glue,Cover damage,2023-11-13
59933698,3467754261,200028,Scissors,Loose binding,2024-07-10
35030018,2683860274,200012,Tweezers,Mold growth,2024-01-17
29918213,6558102483,200030,Binding Tape,Insect damage,2024-12-23
42632199,5390116505,200012,Scalpel,Staining,2024-09-20
70550539,9471967465,200030,Scissors,Insect damage,2023-05-16
69239820,1977329088,200025,Clamps,Water damage,2023-02-14
66618386,1638061179,200016,Scalpel,Loose binding,2024-04-12
34374676,3525143406,200028,Glue,Staining,2023-07-16
20087836,4420601290,200025,Tweezers,Staining,2024-05-22
83526701,2991395596,200030,Glue,Loose binding,2023-07-20
51676207,4060106603,200007,Scissors,Cover damage,2023-08-25
79987761,6595311663,200002,Clamps,Cover damage,2024-11-28
49841203,1916229564,200029,Binding Tape,Mold growth,2024-02-14
79594547,6227698190,200002,Scalpel,Cover damage,2024-10-02
59802676,5853039459,200002,Scissors,Dust accumulation,2023-02-04
84837435,2509406860,200012,Glue,Aging and brittleness,2024-03-21
65831997,5135124022,200007,Brush,Aging and brittleness,2023-05-08
63734848,1297607089,200012,Binding Tape,Water damage,2023-12-30
61375561,2709739027,200014,Brush,Mold growth,2024-08-05
29918283,5555610458,200030,Scalpel,Aging and brittleness,2023-06-30
44467276,7896547461,200012,Binding Tape,Aging and brittleness,2023-11-21
56788047,6891584867,200030,Scissors,Staining,2024-02-18
83919956,3812633525,200025,Clamps,Insect damage,2025-01-19
79725654,6281181330,200030,Binding Tape,Dust accumulation,2024-06-25
57443415,7765247113,200014,Tweezers,Staining,2023-08-14
31622231,6172637501,200028,Brush,Loose binding,2024-03-15
13534297,2682424939,200030,Scissors,Staining,2024-05-10
63079513,2826264993,200012,Clamps,Aging and brittleness,2023-10-14
67142761,8444140398,200014,Brush,Torn pages,2023-03-04
97944683,5455970720,200007,Tweezers,Torn pages,2024-10-15
59016299,5503507699,200025,Scissors,Loose binding,2025-01-19
69764211,2697651104,200025,Glue,Loose binding,2024-08-03
52855924,4895016095,200012,Clamps,Insect damage,2024-03-10
11961464,6287959303,200025,Tweezers,Loose binding,2023-09-04
72647800,9723238625,200002,Tweezers,Cover damage,2023-04-16
64783480,2757907778,200028,Glue,Insect damage,2024-10-19
42763387,5009276655,200002,Scalpel,Dust accumulation,2024-11-29
48792702,8033310008,200025,Brush,Faded text,2023-12-17
26379391,2901230936,200012,Scalpel,Water damage,2023-08-17
98731143,8331556074,200012,Tweezers,Dust accumulation,2024-12-02
25724045,1271377750,200025,Glue,Aging and brittleness,2024-08-15
38962317,1064691991,200014,Scalpel,Cover damage,2023-10-07
10650767,3447900682,200029,Scissors,Water damage,2023-12-26
96371856,4856388986,200007,Tweezers,Mold growth,2023-08-17
89425039,9157391579,200002,Scissors,Faded text,2024-12-22
78021787,2941254990,200025,Glue,Aging and brittleness,2023-08-01
30704797,7150367061,200025,Glue,Staining,2023-06-11
22971551,6317773090,200016,Clamps,Dust accumulation,2023-02-08
46040225,1363202533,200002,Brush,Dust accumulation,2023-10-10
87458980,8527207397,200014,Tweezers,Staining,2023-05-11
21791909,9241521878,200007,Brush,Mold growth,2023-05-10
60982443,8611696883,200025,Scissors,Faded text,2024-09-08
10126508,1343514955,200028,Scissors,Mold growth,2023-09-29
12616879,8083395231,200025,Scissors,Staining,2024-04-30
35292339,5223425745,200012,Clamps,Loose binding,2024-08-29
77628601,4458953073,200025,Scalpel,Faded text,2024-05-27
32408761,8722521703,200025,Brush,Dust accumulation,2024-02-20
83395771,3456915586,200025,Scalpel,Loose binding,2024-06-23
61375675,1792749923,200030,Glue,Dust accumulation,2024-03-15
11044030,4577739085,200014,Clamps,Dust accumulation,2024-07-15
25068742,2778028159,200007,Brush,Staining,2023-10-29
48792780,7086803493,200014,Scalpel,Dust accumulation,2023-07-14
83657933,7515902038,200016,Tweezers,Water damage,2023-05-30
30311630,4080533087,200012,Binding Tape,Faded text,2023-11-05
76448975,1512275443,200029,Tweezers,Water damage,2024-08-16
27034832,5449901483,200007,Brush,Loose binding,2024-04-02
60327121,7414909345,200025,Scalpel,Staining,2023-08-26
71730390,7141262098,200016,Scissors,Mold growth,2024-06-18
70419676,7917841120,200028,Clamps,Aging and brittleness,2024-03-03
71730397,2756758652,200014,Binding Tape,Loose binding,2024-04-10
67142878,2073812620,200025,Brush,Insect damage,2023-10-08
53380320,8128690294,200030,Tweezers,Water damage,2023-11-01
16549088,3893359547,200028,Scalpel,Staining,2023-06-27
36472034,5752993253,200007,Scalpel,Torn pages,2024-12-04
99648741,9659411672,200029,Scissors,Loose binding,2024-08-24
86934758,8856313519,200016,Scalpel,Insect damage,2023-02-18
87327976,8225243990,200030,Binding Tape,Insect damage,2024-02-17
36472045,3469400463,200002,Scissors,Aging and brittleness,2023-04-07
53511410,9131921580,200016,Clamps,Cover damage,2024-07-11
14451956,6453203946,200014,Scissors,Dust accumulation,2024-09-12
68715766,4346336527,200002,Glue,Staining,2024-10-31
31098105,2375244788,200007,Binding Tape,Aging and brittleness,2024-02-21
78808322,9272652046,200029,Binding Tape,Insect damage,2023-11-19
25855235,5480097801,200025,Tweezers,Water damage,2023-02-04
43681028,2334855846,200029,Glue,Faded text,2023-06-11
88900872,1659413611,200007,Clamps,Faded text,2024-02-12
17335561,6246741839,200025,Binding Tape,Cover damage,2023-09-04
17728781,9759894380,200014,Binding Tape,Dust accumulation,2024-09-17
14320914,5584027860,200014,Clamps,Cover damage,2024-02-17
52987159,9397778523,200002,Scissors,Torn pages,2023-11-26
33588513,3900348068,200025,Clamps,Faded text,2023-09-28
55608609,1406094035,200028,Binding Tape,Insect damage,2023-09-15
17728805,5260649524,200030,Binding Tape,Staining,2023-08-23
63210795,6478587177,200014,Glue,Staining,2023-03-22
48923949,8292229102,200014,Brush,Mold growth,2023-08-13
48923952,8284931351,200029,Brush,Dust accumulation,2025-01-06
53118257,3518440602,200030,Brush,Dust accumulation,2023-08-28
28345649,2481030383,200002,Scissors,Insect damage,2024-11-29
24151348,2409088785,200030,Scissors,Dust accumulation,2023-05-22
80381241,4499459579,200016,Glue,Loose binding,2025-01-17
