ID,Workstation,DeskNumber,Floor
22048,Workstation-74,Desk-26,3
22054,Workstation-82,Desk-89,4
22055,Workstation-1,Desk-94,2
22061,Workstation-30,Desk-48,2
22070,Workstation-76,Desk-122,4
22075,Workstation-62,Desk-66,3
22078,Workstation-83,Desk-94,4
22108,Workstation-76,Desk-150,3
22110,Workstation-55,Desk-28,5
22115,Workstation-83,Desk-108,1
22118,Workstation-17,Desk-119,4
22121,Workstation-26,Desk-56,4
22122,Workstation-48,Desk-38,3
22126,Workstation-7,Desk-95,5
22129,Workstation-7,Desk-49,3
22141,Workstation-70,Desk-106,5
22142,Workstation-86,Desk-134,3
22143,Workstation-9,Desk-143,5
22150,Workstation-98,Desk-99,2
22151,Workstation-8,Desk-124,4
22155,Workstation-88,Desk-24,5
22164,Workstation-10,Desk-43,3
22169,Workstation-80,Desk-71,4
22188,Workstation-62,Desk-58,1
22191,Workstation-99,Desk-29,5
22195,Workstation-26,Desk-28,1
22199,Workstation-65,Desk-75,2
22206,Workstation-78,Desk-2,4
22225,Workstation-17,Desk-16,2
22226,Workstation-52,Desk-77,2
22228,Workstation-33,Desk-87,2
22229,Workstation-42,Desk-49,1
22230,Workstation-89,Desk-127,5
22234,Workstation-89,Desk-138,1
22249,Workstation-24,Desk-86,2
22260,Workstation-26,Desk-91,1
22267,Workstation-95,Desk-132,4
22275,Workstation-84,Desk-10,4
22276,Workstation-64,Desk-135,2
22284,Workstation-33,Desk-56,3
22290,Workstation-47,Desk-79,1
22306,Workstation-97,Desk-95,2
22312,Workstation-1,Desk-4,2
22316,Workstation-96,Desk-142,5
22320,Workstation-46,Desk-15,2
22324,Workstation-15,Desk-89,4
22325,Workstation-1,Desk-91,5
22330,Workstation-61,Desk-91,5
22335,Workstation-100,Desk-108,5
22342,Workstation-20,Desk-84,1
22343,Workstation-87,Desk-140,5
22355,Workstation-72,Desk-76,5
22358,Workstation-96,Desk-133,2
22363,Workstation-5,Desk-52,2
22367,Workstation-39,Desk-86,2
22370,Workstation-28,Desk-142,1
22371,Workstation-39,Desk-78,1
22376,Workstation-68,Desk-18,4
22380,Workstation-55,Desk-51,3
22385,Workstation-30,Desk-76,5
22388,Workstation-95,Desk-91,2
22389,Workstation-14,Desk-65,4
22393,Workstation-43,Desk-11,1
22404,Workstation-14,Desk-21,2
22408,Workstation-40,Desk-36,1
22411,Workstation-35,Desk-76,5
22412,Workstation-76,Desk-106,2
22413,Workstation-14,Desk-66,5
22425,Workstation-68,Desk-43,2
22426,Workstation-82,Desk-2,5
22435,Workstation-95,Desk-80,4
22438,Workstation-13,Desk-48,1
22440,Workstation-87,Desk-107,3
22444,Workstation-9,Desk-51,2
22448,Workstation-86,Desk-123,4
22451,Workstation-52,Desk-101,5
22452,Workstation-28,Desk-86,4
22453,Workstation-63,Desk-115,4
22458,Workstation-50,Desk-60,3
22465,Workstation-63,Desk-4,5
22469,Workstation-52,Desk-55,1
22472,Workstation-98,Desk-41,1
22474,Workstation-57,Desk-89,5
22478,Workstation-41,Desk-60,3
22489,Workstation-62,Desk-93,1
22494,Workstation-18,Desk-50,2
22496,Workstation-19,Desk-146,4
22498,Workstation-19,Desk-25,4
22499,Workstation-31,Desk-94,4
22503,Workstation-25,Desk-42,2
22514,Workstation-18,Desk-138,1
22525,Workstation-61,Desk-81,4
22527,Workstation-79,Desk-37,3
22528,Workstation-94,Desk-139,3
22530,Workstation-66,Desk-141,4
22533,Workstation-7,Desk-107,5
22543,Workstation-58,Desk-104,3
22547,Workstation-19,Desk-145,2
22553,Workstation-61,Desk-45,5
22554,Workstation-81,Desk-94,2
22557,Workstation-31,Desk-129,3
22574,Workstation-27,Desk-40,4
22575,Workstation-46,Desk-60,5
22577,Workstation-85,Desk-115,4
22585,Workstation-19,Desk-81,2
22588,Workstation-80,Desk-27,5
22589,Workstation-67,Desk-147,5
22598,Workstation-35,Desk-119,5
22608,Workstation-5,Desk-134,5
22623,Workstation-61,Desk-54,3
22626,Workstation-59,Desk-41,1
22635,Workstation-40,Desk-70,2
22636,Workstation-46,Desk-56,5
22638,Workstation-57,Desk-48,3
22644,Workstation-75,Desk-90,4
22646,Workstation-72,Desk-18,5
22651,Workstation-10,Desk-111,2
22657,Workstation-25,Desk-24,1
22662,Workstation-32,Desk-60,4
22663,Workstation-35,Desk-71,2
22672,Workstation-53,Desk-102,2
22682,Workstation-46,Desk-31,5
22686,Workstation-68,Desk-116,2
22688,Workstation-95,Desk-24,1
22691,Workstation-55,Desk-12,4
22693,Workstation-93,Desk-87,3
22694,Workstation-35,Desk-62,4
22710,Workstation-50,Desk-35,2
22711,Workstation-20,Desk-84,4
22715,Workstation-79,Desk-15,3
22716,Workstation-6,Desk-80,2
22717,Workstation-56,Desk-102,3
22719,Workstation-14,Desk-109,5
22720,Workstation-85,Desk-110,4
22723,Workstation-98,Desk-46,3
22726,Workstation-37,Desk-58,4
22729,Workstation-32,Desk-40,4
22732,Workstation-13,Desk-39,1
22737,Workstation-49,Desk-94,3
22740,Workstation-74,Desk-56,4
22744,Workstation-60,Desk-37,3
22748,Workstation-98,Desk-32,1
22751,Workstation-28,Desk-48,3
22757,Workstation-36,Desk-3,3
22768,Workstation-77,Desk-1,3
22770,Workstation-58,Desk-125,5
22776,Workstation-22,Desk-87,1
22777,Workstation-35,Desk-98,1
22784,Workstation-90,Desk-75,4
22791,Workstation-18,Desk-58,2
22794,Workstation-43,Desk-100,2
22801,Workstation-87,Desk-77,2
22807,Workstation-28,Desk-3,5
22811,Workstation-8,Desk-100,1
22813,Workstation-26,Desk-108,4
22814,Workstation-82,Desk-22,1
22816,Workstation-83,Desk-48,1
22817,Workstation-7,Desk-89,1
22818,Workstation-28,Desk-147,5
22821,Workstation-36,Desk-12,2
22823,Workstation-34,Desk-95,2
22827,Workstation-84,Desk-53,2
22830,Workstation-6,Desk-74,3
22832,Workstation-33,Desk-57,1
22845,Workstation-1,Desk-72,1
22849,Workstation-49,Desk-28,1
22855,Workstation-96,Desk-42,3
22859,Workstation-63,Desk-142,2
22862,Workstation-31,Desk-28,4
22867,Workstation-93,Desk-25,2
22870,Workstation-41,Desk-99,1
22877,Workstation-4,Desk-57,2
22879,Workstation-100,Desk-83,4
22881,Workstation-22,Desk-1,2
22882,Workstation-4,Desk-99,5
22895,Workstation-59,Desk-79,4
22901,Workstation-71,Desk-13,4
22907,Workstation-14,Desk-22,1
22913,Workstation-39,Desk-72,3
22915,Workstation-55,Desk-98,2
22924,Workstation-97,Desk-47,1
22927,Workstation-68,Desk-49,1
22934,Workstation-35,Desk-141,2
22937,Workstation-98,Desk-51,3
22940,Workstation-62,Desk-45,2
22941,Workstation-39,Desk-56,2
22946,Workstation-64,Desk-17,5
22951,Workstation-45,Desk-20,4
22952,Workstation-44,Desk-35,1
22953,Workstation-36,Desk-46,4
22957,Workstation-45,Desk-6,4
22964,Workstation-28,Desk-130,2
22965,Workstation-100,Desk-38,5
22976,Workstation-35,Desk-18,2
22980,Workstation-14,Desk-48,3
22983,Workstation-62,Desk-99,4
22986,Workstation-64,Desk-65,4
22987,Workstation-80,Desk-45,2
22992,Workstation-50,Desk-132,3
22996,Workstation-56,Desk-31,4
22997,Workstation-2,Desk-29,3
23001,Workstation-26,Desk-111,4
23003,Workstation-66,Desk-144,4
23014,Workstation-19,Desk-72,2
23015,Workstation-28,Desk-138,4
23018,Workstation-1,Desk-85,1
23024,Workstation-22,Desk-110,2
23025,Workstation-70,Desk-73,1
23028,Workstation-73,Desk-35,3
23034,Workstation-9,Desk-112,2
23035,Workstation-62,Desk-62,3
23037,Workstation-10,Desk-9,5
23038,Workstation-77,Desk-35,3
23047,Workstation-36,Desk-32,3
23048,Workstation-46,Desk-141,1
23054,Workstation-15,Desk-15,4
23055,Workstation-56,Desk-128,5
23057,Workstation-64,Desk-113,2
23067,Workstation-78,Desk-125,3
23075,Workstation-18,Desk-138,5
23076,Workstation-87,Desk-5,1
23088,Workstation-75,Desk-140,5
23089,Workstation-17,Desk-124,5
23090,Workstation-28,Desk-104,5
23094,Workstation-70,Desk-84,3
23095,Workstation-85,Desk-31,2
23097,Workstation-75,Desk-132,1
23099,Workstation-59,Desk-13,3
23101,Workstation-13,Desk-100,4
23108,Workstation-19,Desk-85,2
23112,Workstation-83,Desk-102,4
23119,Workstation-26,Desk-98,4
23121,Workstation-5,Desk-112,5
23123,Workstation-92,Desk-104,5
23143,Workstation-38,Desk-127,5
23149,Workstation-7,Desk-34,2
23157,Workstation-19,Desk-133,4
23161,Workstation-94,Desk-100,4
23166,Workstation-61,Desk-99,2
23170,Workstation-14,Desk-127,1
23172,Workstation-63,Desk-97,5
23178,Workstation-78,Desk-93,5
23179,Workstation-33,Desk-69,5
23181,Workstation-55,Desk-63,1
23182,Workstation-7,Desk-7,3
23185,Workstation-36,Desk-124,3
23190,Workstation-99,Desk-21,5
23200,Workstation-100,Desk-21,3
23201,Workstation-68,Desk-115,3
23203,Workstation-15,Desk-102,2
23206,Workstation-83,Desk-112,2
23210,Workstation-67,Desk-70,5
23218,Workstation-55,Desk-40,1
23220,Workstation-18,Desk-118,2
23223,Workstation-59,Desk-133,5
23224,Workstation-95,Desk-130,3
23225,Workstation-35,Desk-73,1
23229,Workstation-4,Desk-119,4
23240,Workstation-94,Desk-20,4
23241,Workstation-13,Desk-62,3
23251,Workstation-53,Desk-144,4
23252,Workstation-80,Desk-37,4
23253,Workstation-89,Desk-137,5
23256,Workstation-28,Desk-7,2
23265,Workstation-49,Desk-102,2
23272,Workstation-83,Desk-31,4
23279,Workstation-80,Desk-36,4
23291,Workstation-69,Desk-41,2
23303,Workstation-55,Desk-122,1
23314,Workstation-50,Desk-113,3
23318,Workstation-86,Desk-19,1
23320,Workstation-14,Desk-64,4
23325,Workstation-89,Desk-59,3
23329,Workstation-98,Desk-36,4
23338,Workstation-50,Desk-105,1
23340,Workstation-4,Desk-75,2
23343,Workstation-34,Desk-1,3
23350,Workstation-30,Desk-75,3
23359,Workstation-28,Desk-104,3
23372,Workstation-84,Desk-80,3
23388,Workstation-34,Desk-82,2
23391,Workstation-49,Desk-84,4
23393,Workstation-85,Desk-137,4
23394,Workstation-13,Desk-34,3
23397,Workstation-38,Desk-91,3
23404,Workstation-10,Desk-113,4
23405,Workstation-14,Desk-141,1
23413,Workstation-94,Desk-60,2
23423,Workstation-46,Desk-36,1
23429,Workstation-40,Desk-135,1
23434,Workstation-74,Desk-20,1
23444,Workstation-26,Desk-32,2
23445,Workstation-1,Desk-104,5
23447,Workstation-79,Desk-66,4
23454,Workstation-57,Desk-125,4
23455,Workstation-88,Desk-41,1
23456,Workstation-96,Desk-64,3
23464,Workstation-4,Desk-91,4
23465,Workstation-61,Desk-53,2
23477,Workstation-16,Desk-57,3
23479,Workstation-87,Desk-43,1
23480,Workstation-51,Desk-6,3
23484,Workstation-46,Desk-94,3
23485,Workstation-49,Desk-22,5
23488,Workstation-51,Desk-128,2
23502,Workstation-85,Desk-19,2
23503,Workstation-56,Desk-36,1
23506,Workstation-32,Desk-75,5
23516,Workstation-35,Desk-100,2
23519,Workstation-60,Desk-27,5
23521,Workstation-92,Desk-79,1
23536,Workstation-76,Desk-135,4
23549,Workstation-88,Desk-103,4
23551,Workstation-91,Desk-29,4
23554,Workstation-53,Desk-101,5
23557,Workstation-13,Desk-55,2
23566,Workstation-92,Desk-22,5
23567,Workstation-39,Desk-58,5
23571,Workstation-45,Desk-22,2
23575,Workstation-2,Desk-134,4
23581,Workstation-88,Desk-15,1
23588,Workstation-72,Desk-125,3
23591,Workstation-23,Desk-128,2
23594,Workstation-74,Desk-71,2
23602,Workstation-6,Desk-21,4
23604,Workstation-7,Desk-142,1
23606,Workstation-38,Desk-143,1
23611,Workstation-96,Desk-123,2
23612,Workstation-33,Desk-12,5
23619,Workstation-31,Desk-38,1
23621,Workstation-81,Desk-85,5
23622,Workstation-60,Desk-80,3
23627,Workstation-95,Desk-56,5
23638,Workstation-84,Desk-101,5
23639,Workstation-58,Desk-26,1
23642,Workstation-69,Desk-109,2
23643,Workstation-5,Desk-118,1
23648,Workstation-58,Desk-118,1
23652,Workstation-8,Desk-133,4
23655,Workstation-75,Desk-66,4
23670,Workstation-99,Desk-51,5
23676,Workstation-3,Desk-4,1
23677,Workstation-72,Desk-124,1
23683,Workstation-35,Desk-3,2
23686,Workstation-30,Desk-21,1
23687,Workstation-96,Desk-138,3
23690,Workstation-72,Desk-130,2
23691,Workstation-90,Desk-76,3
23699,Workstation-46,Desk-108,3
23701,Workstation-63,Desk-89,3
23720,Workstation-96,Desk-81,4
23735,Workstation-59,Desk-93,4
23736,Workstation-21,Desk-115,1
23737,Workstation-34,Desk-138,1
23738,Workstation-65,Desk-10,2
23752,Workstation-25,Desk-128,4
23758,Workstation-10,Desk-122,3
23765,Workstation-19,Desk-116,3
23769,Workstation-73,Desk-96,5
23771,Workstation-63,Desk-53,4
23772,Workstation-54,Desk-131,3
23773,Workstation-100,Desk-143,3
23777,Workstation-55,Desk-80,2
23786,Workstation-46,Desk-23,2
23800,Workstation-72,Desk-22,5
23806,Workstation-5,Desk-119,1
23807,Workstation-63,Desk-26,5
23808,Workstation-89,Desk-101,1
23809,Workstation-62,Desk-139,4
23817,Workstation-7,Desk-6,5
23824,Workstation-6,Desk-3,4
23826,Workstation-91,Desk-87,2
23827,Workstation-95,Desk-34,2
23836,Workstation-32,Desk-56,4
23845,Workstation-98,Desk-19,2
23846,Workstation-82,Desk-34,2
23857,Workstation-58,Desk-126,4
23860,Workstation-63,Desk-142,5
23864,Workstation-8,Desk-1,3
23867,Workstation-91,Desk-42,1
23874,Workstation-24,Desk-131,2
23885,Workstation-61,Desk-16,2
23891,Workstation-23,Desk-106,5
23893,Workstation-29,Desk-40,2
23894,Workstation-84,Desk-135,3
23895,Workstation-19,Desk-75,2
23896,Workstation-91,Desk-113,2
23906,Workstation-32,Desk-131,4
23912,Workstation-64,Desk-55,4
23921,Workstation-14,Desk-5,3
23925,Workstation-86,Desk-42,4
23929,Workstation-73,Desk-118,3
23948,Workstation-88,Desk-28,3
23953,Workstation-7,Desk-67,3
23960,Workstation-2,Desk-100,5
23968,Workstation-65,Desk-39,4
23969,Workstation-28,Desk-48,4
23973,Workstation-69,Desk-75,1
23990,Workstation-76,Desk-70,5
23991,Workstation-2,Desk-42,5
23994,Workstation-88,Desk-78,4
24004,Workstation-40,Desk-147,5
24006,Workstation-86,Desk-16,1
24008,Workstation-82,Desk-147,2
24009,Workstation-77,Desk-47,2
24013,Workstation-26,Desk-124,5
24024,Workstation-7,Desk-48,3
24025,Workstation-61,Desk-84,5
24026,Workstation-68,Desk-26,5
24027,Workstation-14,Desk-71,5
24029,Workstation-14,Desk-145,2
24034,Workstation-76,Desk-127,1
24036,Workstation-44,Desk-90,1
24042,Workstation-28,Desk-148,4
24043,Workstation-61,Desk-35,2
24048,Workstation-4,Desk-14,4
24050,Workstation-62,Desk-42,1
24054,Workstation-90,Desk-86,2
24059,Workstation-66,Desk-67,1
24060,Workstation-6,Desk-65,4
24062,Workstation-78,Desk-65,5
24068,Workstation-99,Desk-4,4
24080,Workstation-65,Desk-134,5
24083,Workstation-96,Desk-65,1
24084,Workstation-34,Desk-139,3
24086,Workstation-55,Desk-82,4
24088,Workstation-31,Desk-64,3
24092,Workstation-26,Desk-68,4
24105,Workstation-22,Desk-59,2
24113,Workstation-11,Desk-129,1
24114,Workstation-7,Desk-65,3
24116,Workstation-27,Desk-32,2
24117,Workstation-39,Desk-58,4
24118,Workstation-9,Desk-91,2
24120,Workstation-11,Desk-5,1
24122,Workstation-40,Desk-9,4
24124,Workstation-3,Desk-101,2
24133,Workstation-65,Desk-130,2
24134,Workstation-39,Desk-81,4
24135,Workstation-74,Desk-116,5
24136,Workstation-37,Desk-74,2
24146,Workstation-95,Desk-143,4
24160,Workstation-15,Desk-29,4
24161,Workstation-99,Desk-116,5
24171,Workstation-32,Desk-131,3
24176,Workstation-4,Desk-141,5
24177,Workstation-22,Desk-117,3
24178,Workstation-66,Desk-73,3
24182,Workstation-16,Desk-96,4
24185,Workstation-68,Desk-102,2
24203,Workstation-8,Desk-88,5
24208,Workstation-96,Desk-2,1
24219,Workstation-14,Desk-137,4
24221,Workstation-19,Desk-33,5
24224,Workstation-65,Desk-41,3
24227,Workstation-27,Desk-118,5
24238,Workstation-89,Desk-38,3
24250,Workstation-73,Desk-52,5
24256,Workstation-79,Desk-6,4
24265,Workstation-20,Desk-100,3
24266,Workstation-64,Desk-54,4
24268,Workstation-17,Desk-86,1
24282,Workstation-12,Desk-24,5
24295,Workstation-77,Desk-111,3
24300,Workstation-64,Desk-130,2
24301,Workstation-3,Desk-59,1
24309,Workstation-42,Desk-63,5
24314,Workstation-64,Desk-117,5
24317,Workstation-48,Desk-70,2
24329,Workstation-45,Desk-45,1
24334,Workstation-87,Desk-38,5
24348,Workstation-64,Desk-66,3
24352,Workstation-60,Desk-107,2
24363,Workstation-57,Desk-3,1
24366,Workstation-3,Desk-39,5
24370,Workstation-12,Desk-41,5
24372,Workstation-64,Desk-33,5
24378,Workstation-34,Desk-89,3
24379,Workstation-16,Desk-24,4
24383,Workstation-33,Desk-143,1
24384,Workstation-16,Desk-83,1
24391,Workstation-23,Desk-124,3
24399,Workstation-81,Desk-88,3
24407,Workstation-94,Desk-150,1
24409,Workstation-26,Desk-93,2
24416,Workstation-97,Desk-63,1
24426,Workstation-53,Desk-9,5
24430,Workstation-94,Desk-149,1
24439,Workstation-79,Desk-27,2
24440,Workstation-27,Desk-72,1
24441,Workstation-50,Desk-149,4
24444,Workstation-77,Desk-83,1
24445,Workstation-22,Desk-95,1
24450,Workstation-4,Desk-36,2
24453,Workstation-54,Desk-56,4
24462,Workstation-29,Desk-104,1
24475,Workstation-42,Desk-27,2
24479,Workstation-63,Desk-51,4
24490,Workstation-75,Desk-90,3
24492,Workstation-100,Desk-148,3
24495,Workstation-23,Desk-53,4
24497,Workstation-8,Desk-86,4
24515,Workstation-16,Desk-79,1
24517,Workstation-9,Desk-97,4
24522,Workstation-88,Desk-55,5
24525,Workstation-98,Desk-110,1
24528,Workstation-43,Desk-116,3
24537,Workstation-89,Desk-144,4
24547,Workstation-94,Desk-65,1
24562,Workstation-91,Desk-14,4
24564,Workstation-98,Desk-8,5
24567,Workstation-86,Desk-67,4
24569,Workstation-86,Desk-97,2
24571,Workstation-31,Desk-41,2
24581,Workstation-91,Desk-59,2
24583,Workstation-66,Desk-67,3
24585,Workstation-10,Desk-112,4
24587,Workstation-49,Desk-6,5
24597,Workstation-20,Desk-14,3
24599,Workstation-77,Desk-29,4
24605,Workstation-50,Desk-43,5
24609,Workstation-55,Desk-94,2
24612,Workstation-40,Desk-25,2
24614,Workstation-21,Desk-6,3
24632,Workstation-11,Desk-114,4
24634,Workstation-52,Desk-142,1
24637,Workstation-1,Desk-5,1
24647,Workstation-92,Desk-26,4
24667,Workstation-88,Desk-62,2
24668,Workstation-67,Desk-98,4
24672,Workstation-70,Desk-125,1
24675,Workstation-2,Desk-135,4
24694,Workstation-68,Desk-73,1
24706,Workstation-40,Desk-33,4
24712,Workstation-38,Desk-47,3
24716,Workstation-40,Desk-22,1
24720,Workstation-32,Desk-140,2
24726,Workstation-53,Desk-101,1
24732,Workstation-55,Desk-91,3
24735,Workstation-58,Desk-123,1
24739,Workstation-35,Desk-55,1
24745,Workstation-43,Desk-78,5
24752,Workstation-90,Desk-20,2
24756,Workstation-48,Desk-94,4
24765,Workstation-86,Desk-76,3
24777,Workstation-32,Desk-50,1
24779,Workstation-59,Desk-141,3
24784,Workstation-61,Desk-49,3
24791,Workstation-93,Desk-82,5
24795,Workstation-41,Desk-70,2
24797,Workstation-82,Desk-73,1
24799,Workstation-24,Desk-114,4
24813,Workstation-76,Desk-96,4
24814,Workstation-40,Desk-46,2
24821,Workstation-70,Desk-114,4
24830,Workstation-8,Desk-20,1
24839,Workstation-17,Desk-19,3
24842,Workstation-61,Desk-72,2
24847,Workstation-45,Desk-35,2
24848,Workstation-20,Desk-45,1
24850,Workstation-49,Desk-138,3
24855,Workstation-27,Desk-50,3
24856,Workstation-89,Desk-112,1
24864,Workstation-60,Desk-11,4
24865,Workstation-16,Desk-16,1
24880,Workstation-5,Desk-99,2
24884,Workstation-7,Desk-90,2
24886,Workstation-4,Desk-51,3
24891,Workstation-39,Desk-112,3
24896,Workstation-57,Desk-91,5
24903,Workstation-19,Desk-143,1
24905,Workstation-78,Desk-50,5
24914,Workstation-83,Desk-71,3
24921,Workstation-65,Desk-45,1
24923,Workstation-63,Desk-54,3
24927,Workstation-74,Desk-39,3
24929,Workstation-81,Desk-10,2
24931,Workstation-96,Desk-66,1
24941,Workstation-94,Desk-148,2
24943,Workstation-48,Desk-28,5
24958,Workstation-24,Desk-144,2
24966,Workstation-84,Desk-113,4
24973,Workstation-13,Desk-146,1
24974,Workstation-71,Desk-149,5
24975,Workstation-30,Desk-59,2
24979,Workstation-23,Desk-100,1
24991,Workstation-72,Desk-139,3
25002,Workstation-23,Desk-93,5
25003,Workstation-33,Desk-142,3
25020,Workstation-76,Desk-141,1
25029,Workstation-74,Desk-90,1
25040,Workstation-42,Desk-45,5
25046,Workstation-77,Desk-47,1
25048,Workstation-40,Desk-1,3
25062,Workstation-17,Desk-78,5
25068,Workstation-1,Desk-32,5
25074,Workstation-73,Desk-73,3
25083,Workstation-38,Desk-60,2
25086,Workstation-16,Desk-137,4
25089,Workstation-3,Desk-32,2
25090,Workstation-83,Desk-67,4
25098,Workstation-3,Desk-96,3
25099,Workstation-52,Desk-28,5
25111,Workstation-91,Desk-24,5
25116,Workstation-54,Desk-148,1
25122,Workstation-57,Desk-53,3
25123,Workstation-31,Desk-136,1
25124,Workstation-87,Desk-23,4
25125,Workstation-43,Desk-19,4
25127,Workstation-3,Desk-113,2
25131,Workstation-48,Desk-21,1
25132,Workstation-55,Desk-96,4
25134,Workstation-76,Desk-135,3
25142,Workstation-63,Desk-93,5
25150,Workstation-85,Desk-104,3
25154,Workstation-68,Desk-138,2
25163,Workstation-80,Desk-45,3
25164,Workstation-4,Desk-74,4
25170,Workstation-96,Desk-27,3
25176,Workstation-69,Desk-85,4
25182,Workstation-31,Desk-34,2
25185,Workstation-33,Desk-51,2
25192,Workstation-52,Desk-96,3
25199,Workstation-40,Desk-111,4
25202,Workstation-5,Desk-26,1
25205,Workstation-58,Desk-11,3
25209,Workstation-49,Desk-2,5
25210,Workstation-61,Desk-2,4
25214,Workstation-48,Desk-36,4
25224,Workstation-28,Desk-17,5
25225,Workstation-46,Desk-124,4
25228,Workstation-70,Desk-34,2
25232,Workstation-93,Desk-29,5
25237,Workstation-51,Desk-45,4
25240,Workstation-96,Desk-39,5
25248,Workstation-57,Desk-17,1
25252,Workstation-61,Desk-100,1
25264,Workstation-82,Desk-124,3
25267,Workstation-70,Desk-97,3
25270,Workstation-93,Desk-97,5
25279,Workstation-11,Desk-9,1
25281,Workstation-82,Desk-62,3
25285,Workstation-84,Desk-48,5
25291,Workstation-63,Desk-96,2
25294,Workstation-75,Desk-72,1
25303,Workstation-5,Desk-31,2
25304,Workstation-67,Desk-109,1
25305,Workstation-29,Desk-47,5
25309,Workstation-44,Desk-143,3
25314,Workstation-35,Desk-6,3
25316,Workstation-69,Desk-61,1
25317,Workstation-46,Desk-128,4
25320,Workstation-65,Desk-89,2
25323,Workstation-54,Desk-25,2
25331,Workstation-26,Desk-50,3
25332,Workstation-58,Desk-54,4
25347,Workstation-66,Desk-92,1
25350,Workstation-16,Desk-88,1
25363,Workstation-90,Desk-64,4
25368,Workstation-87,Desk-41,3
25369,Workstation-25,Desk-22,3
25383,Workstation-5,Desk-39,4
25399,Workstation-68,Desk-20,4
25406,Workstation-29,Desk-39,5
25407,Workstation-38,Desk-97,5
25408,Workstation-55,Desk-4,3
25409,Workstation-23,Desk-95,5
25413,Workstation-24,Desk-37,2
25422,Workstation-7,Desk-141,4
25423,Workstation-36,Desk-104,3
25429,Workstation-31,Desk-121,3
25436,Workstation-28,Desk-4,4
25443,Workstation-50,Desk-12,5
25452,Workstation-70,Desk-139,2
25456,Workstation-77,Desk-86,2
25460,Workstation-27,Desk-117,1
25462,Workstation-63,Desk-124,4
25463,Workstation-10,Desk-57,4
25468,Workstation-74,Desk-23,5
25470,Workstation-53,Desk-42,1
25476,Workstation-97,Desk-60,1
25478,Workstation-31,Desk-10,4
25482,Workstation-23,Desk-103,5
25485,Workstation-36,Desk-137,3
25491,Workstation-8,Desk-52,3
25494,Workstation-65,Desk-125,5
25504,Workstation-80,Desk-135,4
25505,Workstation-37,Desk-61,2
25507,Workstation-1,Desk-135,5
25508,Workstation-98,Desk-119,4
25509,Workstation-63,Desk-42,3
25510,Workstation-56,Desk-142,2
25515,Workstation-55,Desk-60,2
25517,Workstation-85,Desk-60,2
25526,Workstation-39,Desk-60,5
25530,Workstation-96,Desk-52,4
25535,Workstation-91,Desk-2,3
25538,Workstation-29,Desk-75,5
25545,Workstation-7,Desk-47,1
25547,Workstation-69,Desk-28,4
25559,Workstation-76,Desk-75,4
25560,Workstation-53,Desk-90,1
25565,Workstation-76,Desk-98,4
25568,Workstation-11,Desk-40,1
25579,Workstation-80,Desk-21,3
25591,Workstation-24,Desk-17,1
25593,Workstation-75,Desk-45,2
25595,Workstation-26,Desk-75,4
25612,Workstation-36,Desk-44,4
25613,Workstation-46,Desk-10,2
25619,Workstation-42,Desk-126,5
25629,Workstation-14,Desk-18,2
25631,Workstation-9,Desk-68,5
25646,Workstation-95,Desk-50,3
25649,Workstation-71,Desk-75,3
25656,Workstation-77,Desk-82,3
25660,Workstation-20,Desk-94,1
25662,Workstation-60,Desk-83,2
25665,Workstation-47,Desk-150,2
25674,Workstation-79,Desk-142,3
25683,Workstation-36,Desk-61,1
25686,Workstation-44,Desk-1,2
25688,Workstation-42,Desk-99,1
25694,Workstation-28,Desk-107,3
25701,Workstation-55,Desk-57,3
25702,Workstation-93,Desk-118,3
25708,Workstation-22,Desk-14,5
25714,Workstation-43,Desk-62,5
25719,Workstation-43,Desk-25,2
25726,Workstation-89,Desk-11,1
25738,Workstation-75,Desk-79,4
25748,Workstation-94,Desk-41,3
25758,Workstation-33,Desk-31,3
25761,Workstation-74,Desk-60,2
25766,Workstation-95,Desk-53,5
25769,Workstation-88,Desk-34,5
25772,Workstation-99,Desk-34,3
25780,Workstation-5,Desk-21,3
25781,Workstation-42,Desk-130,3
25782,Workstation-28,Desk-98,3
25806,Workstation-51,Desk-142,4
25807,Workstation-87,Desk-96,3
25809,Workstation-55,Desk-85,3
25814,Workstation-81,Desk-150,4
25819,Workstation-34,Desk-106,2
25824,Workstation-63,Desk-27,1
25825,Workstation-67,Desk-4,1
25838,Workstation-70,Desk-16,5
25844,Workstation-56,Desk-60,1
25845,Workstation-28,Desk-124,1
25847,Workstation-18,Desk-92,4
25860,Workstation-47,Desk-118,3
25869,Workstation-7,Desk-89,3
25870,Workstation-35,Desk-50,3
25879,Workstation-75,Desk-24,4
25882,Workstation-83,Desk-81,5
25887,Workstation-94,Desk-51,4
25893,Workstation-94,Desk-47,2
25895,Workstation-5,Desk-18,5
25898,Workstation-8,Desk-113,5
25907,Workstation-18,Desk-75,3
25913,Workstation-37,Desk-121,1
25915,Workstation-78,Desk-58,3
25924,Workstation-80,Desk-41,4
25929,Workstation-54,Desk-2,5
25930,Workstation-83,Desk-8,3
25931,Workstation-15,Desk-88,3
25933,Workstation-26,Desk-100,3
25936,Workstation-14,Desk-30,4
25938,Workstation-96,Desk-63,3
25941,Workstation-43,Desk-121,4
25947,Workstation-93,Desk-149,5
25949,Workstation-97,Desk-20,3
25950,Workstation-35,Desk-81,3
25953,Workstation-73,Desk-98,2
25959,Workstation-46,Desk-146,1
